station_no,date,discharge,water_level,STATIONS_ID,RS,RSF,SH_TAG,NSH_TAG
6335060,1965-01-01,1240.0,110.0,2968,1.2,1,0,0
6335060,1965-01-02,1680.0,178.0,2968,0.3,1,0,0
6335060,1965-01-03,1820.0,200.0,2968,0.1,1,0,0
6335060,1965-01-04,1790.0,195.0,2968,0.0,7,0,0
6335060,1965-01-05,1800.0,196.0,2968,1.2,1,0,0
6335060,1965-01-06,1630.0,171.0,2968,7.8,1,0,0
6335060,1965-01-07,1560.0,161.0,2968,14.9,1,0,0
6335060,1965-01-08,1580.0,163.0,2968,9.8,1,0,0
6335060,1965-01-09,1800.0,197.0,2968,8.2,1,0,0
6335060,1965-01-10,2430.0,283.0,2968,7.1,1,0,0
6335060,1965-01-11,3480.0,409.0,2968,0.0,0,0,0
6335060,1965-01-12,3960.0,459.0,2968,0.1,1,0,0
6335060,1965-01-13,3590.0,421.0,2968,1.0,1,0,0
6335060,1965-01-14,3000.0,354.0,2968,0.5,1,0,0
6335060,1965-01-15,2610.0,306.0,2968,4.1,1,0,0
6335060,1965-01-16,2410.0,280.0,2968,4.5,1,0,0
6335060,1965-01-17,2320.0,268.0,2968,5.1,1,0,0
6335060,1965-01-18,2850.0,336.0,2968,3.4,1,0,0
6335060,1965-01-19,3910.0,454.0,2968,0.2,8,0,0
6335060,1965-01-20,3910.0,454.0,2968,0.0,0,0,0
6335060,1965-01-21,3790.0,442.0,2968,0.4,7,0,0
6335060,1965-01-22,3250.0,383.0,2968,1.0,8,1,1
6335060,1965-01-23,2790.0,329.0,2968,0.1,1,0,0
6335060,1965-01-24,2500.0,292.0,2968,3.4,1,0,0
6335060,1965-01-25,2380.0,277.0,2968,0.5,1,0,0
6335060,1965-01-26,2320.0,269.0,2968,1.0,8,0,0
6335060,1965-01-27,2220.0,255.0,2968,0.0,1,0,0
6335060,1965-01-28,2170.0,249.0,2968,0.0,1,0,0
6335060,1965-01-29,2100.0,238.0,2968,3.4,1,0,0
6335060,1965-01-30,1990.0,223.0,2968,1.2,1,0,0
6335060,1965-01-31,2140.0,244.0,2968,0.0,0,0,0
6335060,1965-02-01,3020.0,357.0,2968,0.5,8,0,0
6335060,1965-02-02,3700.0,432.0,2968,0.0,0,0,0
6335060,1965-02-03,3700.0,432.0,2968,1.8,8,0,0
6335060,1965-02-04,3390.0,399.0,2968,1.2,1,0,0
6335060,1965-02-05,3070.0,363.0,2968,0.6,1,0,0
6335060,1965-02-06,2810.0,331.0,2968,0.0,1,0,0
6335060,1965-02-07,2630.0,309.0,2968,0.0,1,0,0
6335060,1965-02-08,2470.0,288.0,2968,0.0,0,0,0
6335060,1965-02-09,2330.0,270.0,2968,0.0,0,0,0
6335060,1965-02-10,2200.0,252.0,2968,3.8,8,0,0
6335060,1965-02-11,2070.0,235.0,2968,0.0,1,0,0
6335060,1965-02-12,1920.0,214.0,2968,0.4,1,0,0
6335060,1965-02-13,1850.0,203.0,2968,5.3,1,0,0
6335060,1965-02-14,1860.0,205.0,2968,2.2,8,0,0
6335060,1965-02-15,1980.0,222.0,2968,1.0,8,0,0
6335060,1965-02-16,1980.0,222.0,2968,0.1,7,0,0
6335060,1965-02-17,1950.0,218.0,2968,0.0,7,1,1
6335060,1965-02-18,1820.0,199.0,2968,0.0,0,0,0
6335060,1965-02-19,1780.0,193.0,2968,0.0,0,0,0
6335060,1965-02-20,1710.0,183.0,2968,0.0,7,0,0
6335060,1965-02-21,1640.0,172.0,2968,0.0,0,0,0
6335060,1965-02-22,1560.0,161.0,2968,0.0,7,0,0
6335060,1965-02-23,1460.0,146.0,2968,0.0,7,0,0
6335060,1965-02-24,1430.0,140.0,2968,0.0,8,0,0
6335060,1965-02-25,1390.0,134.0,2968,1.9,8,0,0
6335060,1965-02-26,1360.0,130.0,2968,0.2,8,0,0
6335060,1965-02-27,1340.0,126.0,2968,0.2,8,0,0
6335060,1965-02-28,1310.0,122.0,2968,3.1,8,0,0
6335060,1965-03-01,1290.0,118.0,2968,0.1,7,0,0
6335060,1965-03-02,1280.0,117.0,2968,0.1,7,0,0
6335060,1965-03-03,1270.0,115.0,2968,0.0,7,0,0
6335060,1965-03-04,1280.0,117.0,2968,0.0,0,0,0
6335060,1965-03-05,1310.0,121.0,2968,0.0,0,0,0
6335060,1965-03-06,1270.0,114.0,2968,0.0,0,0,0
6335060,1965-03-07,1240.0,109.0,2968,0.0,7,0,0
6335060,1965-03-08,1200.0,103.0,2968,1.0,8,0,0
6335060,1965-03-09,1200.0,102.0,2968,0.0,0,0,0
6335060,1965-03-10,1190.0,101.0,2968,0.0,0,0,0
6335060,1965-03-11,1190.0,100.0,2968,0.0,0,0,0
6335060,1965-03-12,1200.0,103.0,2968,0.0,0,0,0
6335060,1965-03-13,1200.0,103.0,2968,0.3,1,0,0
6335060,1965-03-14,1240.0,109.0,2968,7.8,1,0,0
6335060,1965-03-15,1300.0,120.0,2968,4.0,1,0,0
6335060,1965-03-16,1550.0,159.0,2968,0.0,1,0,0
6335060,1965-03-17,2020.0,228.0,2968,0.4,1,0,0
6335060,1965-03-18,2730.0,321.0,2968,7.8,1,0,0
6335060,1965-03-19,3390.0,399.0,2968,5.0,1,0,0
6335060,1965-03-20,3570.0,419.0,2968,5.0,1,0,0
6335060,1965-03-21,3520.0,413.0,2968,1.5,1,0,0
6335060,1965-03-22,3600.0,422.0,2968,2.5,1,0,0
6335060,1965-03-23,4000.0,463.0,2968,4.8,1,0,0
6335060,1965-03-24,4550.0,516.0,2968,3.5,1,0,0
6335060,1965-03-25,4840.0,543.0,2968,6.9,1,0,0
6335060,1965-03-26,5070.0,563.0,2968,3.4,1,0,0
6335060,1965-03-27,5660.0,612.0,2968,0.9,1,0,0
6335060,1965-03-28,6130.0,649.0,2968,0.0,1,0,0
6335060,1965-03-29,6000.0,639.0,2968,0.0,0,0,0
6335060,1965-03-30,5550.0,603.0,2968,0.0,0,0,0
6335060,1965-03-31,5040.0,560.0,2968,0.0,0,0,0
6335060,1965-04-01,4450.0,507.0,2968,0.0,0,0,0
6335060,1965-04-02,3950.0,458.0,2968,0.0,0,0,0
6335060,1965-04-03,3550.0,417.0,2968,0.0,0,0,0
6335060,1965-04-04,3270.0,386.0,2968,0.0,0,0,0
6335060,1965-04-05,3010.0,355.0,2968,0.0,0,0,0
6335060,1965-04-06,2780.0,328.0,2968,1.3,1,0,0
6335060,1965-04-07,2700.0,318.0,2968,5.2,1,0,0
6335060,1965-04-08,2630.0,308.0,2968,0.4,1,0,0
6335060,1965-04-09,2530.0,296.0,2968,0.0,0,0,0
6335060,1965-04-10,2440.0,285.0,2968,8.7,1,0,0
6335060,1965-04-11,2410.0,280.0,2968,0.0,1,0,0
6335060,1965-04-12,2350.0,272.0,2968,3.6,1,0,0
6335060,1965-04-13,2320.0,268.0,2968,0.8,1,0,0
6335060,1965-04-14,2390.0,278.0,2968,0.0,1,0,0
6335060,1965-04-15,2410.0,280.0,2968,10.0,1,0,0
6335060,1965-04-16,2390.0,278.0,2968,0.4,1,0,0
6335060,1965-05-03,4120.0,475.0,2968,2.6,1,0,0
6335060,1965-05-04,3810.0,444.0,2968,5.6,1,0,0
6335060,1965-05-05,3590.0,421.0,2968,8.3,1,0,0
6335060,1965-05-06,3550.0,416.0,2968,2.0,1,0,0
6335060,1965-05-07,3790.0,442.0,2968,5.4,1,0,0
6335060,1965-05-08,4150.0,478.0,2968,1.1,1,0,0
6335060,1965-05-09,4480.0,510.0,2968,6.9,1,0,0
6335060,1965-05-10,4570.0,518.0,2968,0.0,0,0,0
6335060,1965-05-11,4470.0,509.0,2968,0.0,0,0,0
6335060,1965-05-12,4190.0,482.0,2968,0.0,0,0,0
6335060,1965-05-13,3910.0,454.0,2968,0.0,0,0,0
6335060,1965-05-14,3690.0,431.0,2968,0.0,0,0,0
6335060,1965-05-15,3440.0,405.0,2968,1.5,1,0,0
6335060,1965-05-16,3220.0,380.0,2968,0.0,1,0,0
6335060,1965-05-17,3050.0,360.0,2968,3.6,1,0,0
6335060,1965-05-18,2900.0,342.0,2968,2.6,1,0,0
6335060,1965-05-19,2870.0,338.0,2968,0.0,1,0,0
6335060,1965-05-20,2870.0,339.0,2968,0.2,1,0,0
6335060,1965-05-21,3180.0,375.0,2968,0.0,0,0,0
6335060,1965-05-22,3510.0,412.0,2968,0.0,0,0,0
6335060,1965-05-23,3580.0,420.0,2968,0.0,1,0,0
6335060,1965-05-24,3630.0,425.0,2968,1.6,1,0,0
6335060,1965-05-25,3610.0,423.0,2968,7.8,1,0,0
6335060,1965-05-26,3460.0,407.0,2968,4.2,1,0,0
6335060,1965-05-27,3090.0,365.0,2968,5.3,1,0,0
6335060,1965-05-28,3070.0,362.0,2968,1.4,1,0,0
6335060,1965-05-29,3090.0,365.0,2968,0.0,1,0,0
6335060,1965-05-30,3170.0,374.0,2968,0.0,0,0,0
6335060,1965-05-31,3290.0,388.0,2968,5.3,1,0,0
6335060,1965-06-01,3460.0,407.0,2968,0.0,0,0,0
6335060,1965-06-02,3530.0,414.0,2968,0.0,0,0,0
6335060,1965-06-03,3700.0,432.0,2968,0.0,0,0,0
6335060,1965-06-04,3740.0,437.0,2968,0.8,1,0,0
6335060,1965-06-05,3610.0,423.0,2968,4.2,1,0,0
6335060,1965-06-06,3490.0,410.0,2968,1.3,1,0,0
6335060,1965-06-07,3420.0,402.0,2968,3.2,1,0,0
6335060,1965-06-08,3340.0,393.0,2968,2.1,1,0,0
6335060,1965-06-09,3460.0,407.0,2968,12.3,1,0,0
6335060,1965-06-10,3810.0,444.0,2968,0.6,1,0,0
6335060,1965-06-11,4580.0,519.0,2968,0.0,0,0,0
6335060,1965-06-12,5000.0,557.0,2968,14.4,1,0,0
6335060,1965-06-13,5060.0,562.0,2968,0.0,0,0,0
6335060,1965-06-14,4860.0,545.0,2968,0.0,0,0,0
6335060,1965-06-15,4880.0,546.0,2968,0.0,1,0,0
6335060,1965-06-16,4880.0,546.0,2968,34.0,1,0,0
6335060,1965-06-17,4730.0,533.0,2968,5.2,1,0,0
6335060,1965-06-18,4620.0,523.0,2968,3.9,1,0,0
6335060,1965-06-19,4640.0,525.0,2968,0.0,0,0,0
6335060,1965-06-20,4600.0,521.0,2968,0.0,0,0,0
6335060,1965-06-21,4380.0,500.0,2968,19.3,1,0,0
6335060,1965-06-22,4140.0,477.0,2968,0.3,1,0,0
6335060,1965-06-23,3970.0,460.0,2968,0.0,0,0,0
6335060,1965-06-24,3920.0,455.0,2968,0.0,0,0,0
6335060,1965-06-25,3830.0,446.0,2968,0.0,0,0,0
6335060,1965-06-26,3740.0,437.0,2968,0.0,0,0,0
6335060,1965-06-27,3580.0,420.0,2968,0.0,0,0,0
6335060,1965-06-28,3440.0,405.0,2968,0.0,0,0,0
6335060,1965-06-29,3340.0,394.0,2968,0.0,0,0,0
6335060,1965-06-30,3260.0,385.0,2968,17.1,1,0,0
6335060,1965-07-01,3240.0,382.0,2968,0.0,0,0,0
6335060,1965-07-02,3220.0,380.0,2968,0.2,1,0,0
6335060,1965-07-03,3260.0,384.0,2968,0.1,1,0,0
6335060,1965-07-04,3260.0,384.0,2968,0.3,1,0,0
6335060,1965-07-05,3200.0,378.0,2968,1.2,1,0,0
6335060,1965-07-06,3140.0,371.0,2968,0.4,1,0,0
6335060,1965-07-07,3070.0,363.0,2968,10.1,1,0,0
6335060,1965-07-08,3050.0,360.0,2968,4.8,1,0,0
6335060,1965-07-09,3020.0,357.0,2968,5.2,1,0,0
6335060,1965-07-10,3020.0,357.0,2968,3.3,1,0,0
6335060,1965-07-11,3020.0,357.0,2968,1.9,1,0,0
6335060,1965-07-12,3100.0,366.0,2968,10.0,1,0,0
6335060,1965-07-13,3140.0,371.0,2968,3.6,1,0,0
6335060,1965-07-14,3100.0,366.0,2968,9.9,1,0,0
6335060,1965-07-15,3020.0,356.0,2968,7.1,1,0,0
6335060,1965-07-16,3050.0,360.0,2968,15.4,1,0,0
6335060,1965-07-17,3190.0,377.0,2968,4.9,1,0,0
6335060,1965-07-18,3580.0,420.0,2968,0.0,0,0,0
6335060,1965-07-19,3610.0,423.0,2968,0.0,1,0,0
6335060,1965-07-20,3430.0,403.0,2968,47.3,1,0,0
6335060,1965-07-21,3350.0,395.0,2968,16.5,1,0,0
6335060,1965-07-22,3450.0,406.0,2968,1.6,1,0,0
6335060,1965-07-23,3500.0,411.0,2968,5.6,1,0,0
6335060,1965-07-24,3340.0,393.0,2968,0.8,1,0,0
6335060,1965-07-25,3200.0,378.0,2968,0.3,1,0,0
6335060,1965-07-26,3020.0,357.0,2968,11.9,1,0,0
6335060,1965-07-27,2870.0,339.0,2968,0.5,1,0,0
6335060,1965-07-28,2800.0,330.0,2968,0.0,1,0,0
6335060,1965-07-29,2830.0,334.0,2968,0.9,1,0,0
6335060,1965-07-30,2830.0,334.0,2968,14.2,1,0,0
6335060,1965-07-31,2870.0,338.0,2968,0.0,0,0,0
6335060,1965-08-17,2010.0,226.0,2968,0.0,1,0,0
6335060,1965-08-18,2000.0,225.0,2968,0.0,0,0,0
6335060,1965-08-19,1990.0,223.0,2968,0.0,0,0,0
6335060,1965-08-20,1940.0,216.0,2968,0.0,1,0,0
6335060,1965-08-21,1900.0,210.0,2968,0.0,1,0,0
6335060,1965-08-22,1870.0,207.0,2968,0.0,1,0,0
6335060,1965-08-23,1840.0,202.0,2968,1.8,1,0,0
6335060,1965-08-24,1850.0,204.0,2968,4.8,1,0,0
6335060,1965-08-25,1910.0,212.0,2968,8.3,1,0,0
6335060,1965-08-26,2050.0,232.0,2968,3.3,1,0,0
6335060,1965-08-27,2160.0,247.0,2968,1.2,1,0,0
6335060,1965-08-28,2200.0,252.0,2968,1.6,1,0,0
6335060,1965-08-29,2180.0,250.0,2968,0.0,0,0,0
6335060,1965-08-30,2120.0,242.0,2968,0.4,1,0,0
6335060,1965-08-31,2120.0,242.0,2968,7.7,1,0,0
6335060,1965-09-01,2150.0,246.0,2968,0.0,0,0,0
6335060,1965-09-02,2140.0,244.0,2968,20.1,1,0,0
6335060,1965-09-03,2140.0,244.0,2968,8.4,1,0,0
6335060,1965-09-04,2310.0,267.0,2968,0.1,1,0,0
6335060,1965-09-05,2410.0,280.0,2968,3.5,1,0,0
6335060,1965-09-06,2450.0,286.0,2968,2.4,1,0,0
6335060,1965-09-07,2440.0,285.0,2968,0.6,1,0,0
6335060,1965-09-08,2470.0,288.0,2968,1.5,1,0,0
6335060,1965-09-09,2680.0,315.0,2968,0.0,0,0,0
6335060,1965-09-10,2660.0,312.0,2968,0.0,0,0,0
6335060,1965-09-11,2610.0,306.0,2968,5.1,1,0,0
6335060,1965-09-12,2700.0,318.0,2968,2.7,1,0,0
6335060,1965-09-13,2850.0,336.0,2968,3.3,1,0,0
6335060,1965-09-14,2970.0,351.0,2968,0.0,0,0,0
6335060,1965-09-15,3010.0,355.0,2968,0.0,0,0,0
6335060,1965-09-16,2970.0,351.0,2968,1.4,1,0,0
6335060,1965-09-17,3020.0,356.0,2968,1.6,1,0,0
6335060,1965-09-18,2900.0,342.0,2968,0.3,1,0,0
6335060,1965-09-19,2770.0,326.0,2968,0.1,1,0,0
6335060,1965-09-20,2660.0,312.0,2968,0.0,0,0,0
6335060,1965-09-21,2530.0,296.0,2968,0.0,0,0,0
6335060,1965-09-22,2470.0,288.0,2968,0.0,0,0,0
6335060,1965-09-23,2440.0,284.0,2968,0.0,0,0,0
6335060,1965-09-24,2360.0,274.0,2968,0.0,0,0,0
6335060,1965-09-25,2290.0,265.0,2968,0.0,1,0,0
6335060,1965-09-26,2230.0,256.0,2968,0.0,1,0,0
6335060,1965-09-27,2180.0,250.0,2968,14.7,1,0,0
6335060,1965-09-28,2140.0,244.0,2968,1.2,1,0,0
6335060,1965-09-29,2070.0,235.0,2968,4.1,1,0,0
6335060,1965-09-30,2080.0,236.0,2968,10.2,1,0,0
6335060,1965-10-01,2170.0,248.0,2968,1.9,1,0,0
6335060,1965-10-02,2400.0,279.0,2968,0.0,0,0,0
6335060,1965-10-03,2420.0,282.0,2968,0.0,0,0,0
6335060,1965-10-04,2300.0,266.0,2968,0.0,0,0,0
6335060,1965-10-05,2170.0,249.0,2968,0.0,0,0,0
6335060,1965-10-06,2020.0,227.0,2968,0.0,0,0,0
6335060,1965-10-07,2000.0,225.0,2968,0.0,0,0,0
6335060,1965-10-08,1930.0,215.0,2968,0.0,0,0,0
6335060,1965-10-09,1870.0,207.0,2968,0.0,0,0,0
6335060,1965-10-10,1820.0,200.0,2968,0.0,0,0,0
6335060,1965-10-11,1770.0,192.0,2968,0.0,0,0,0
6335060,1965-10-12,1720.0,184.0,2968,0.0,0,0,0
6335060,1965-10-13,1660.0,175.0,2968,0.0,0,0,0
6335060,1965-10-14,1650.0,174.0,2968,0.0,0,0,0
6335060,1965-10-15,1620.0,170.0,2968,11.1,1,0,0
6335060,1965-10-16,1600.0,167.0,2968,0.0,0,0,0
6335060,1965-10-17,1580.0,163.0,2968,0.0,0,0,0
6335060,1965-10-18,1530.0,156.0,2968,0.0,0,0,0
6335060,1965-10-19,1490.0,150.0,2968,0.0,0,0,0
6335060,1965-10-20,1480.0,148.0,2968,0.0,0,0,0
6335060,1965-10-21,1440.0,143.0,2968,0.0,0,0,0
6335060,1965-10-22,1420.0,139.0,2968,0.0,0,0,0
6335060,1965-10-23,1360.0,130.0,2968,0.0,0,0,0
6335060,1965-10-24,1340.0,126.0,2968,0.0,0,0,0
6335060,1965-10-25,1300.0,120.0,2968,0.0,0,0,0
6335060,1965-10-26,1280.0,116.0,2968,0.0,0,0,0
6335060,1965-10-27,1260.0,113.0,2968,0.0,0,0,0
6335060,1965-10-28,1240.0,109.0,2968,4.6,1,0,0
6335060,1965-10-29,1260.0,113.0,2968,0.7,1,0,0
6335060,1965-10-30,1240.0,110.0,2968,0.7,1,0,0
6335060,1965-10-31,1230.0,107.0,2968,2.2,1,0,0
6335060,1965-11-01,1230.0,108.0,2968,0.0,0,0,0
6335060,1965-11-02,1200.0,103.0,2968,0.1,1,0,0
6335060,1965-11-03,1200.0,103.0,2968,0.0,0,0,0
6335060,1965-11-04,1230.0,108.0,2968,0.0,0,0,0
6335060,1965-11-05,1300.0,119.0,2968,0.0,0,0,0
6335060,1965-11-06,1280.0,117.0,2968,0.0,0,0,0
6335060,1965-11-07,1250.0,112.0,2968,0.0,0,0,0
6335060,1965-11-08,1240.0,110.0,2968,0.0,1,0,0
6335060,1965-11-09,1250.0,111.0,2968,0.6,1,0,0
6335060,1965-11-10,1250.0,112.0,2968,1.0,1,0,0
6335060,1965-11-11,1280.0,117.0,2968,0.9,1,0,0
6335060,1965-11-12,1360.0,129.0,2968,0.0,7,0,0
6335060,1965-11-13,1390.0,134.0,2968,1.1,7,0,0
6335060,1965-11-14,1480.0,149.0,2968,1.0,7,3,3
6335060,1965-12-01,4800.0,539.0,2968,3.6,1,0,0
6335060,1965-12-02,4680.0,528.0,2968,7.9,8,0,0
6335060,1965-12-03,4380.0,500.0,2968,6.5,1,0,0
6335060,1965-12-04,4110.0,474.0,2968,8.3,1,0,0
6335060,1965-12-05,4360.0,498.0,2968,11.3,1,0,0
6335060,1965-12-06,5380.0,589.0,2968,1.0,1,0,0
6335060,1965-12-07,7060.0,716.0,2968,0.0,0,0,0
6335060,1965-12-08,7410.0,740.0,2968,2.2,1,0,0
6335060,1965-12-09,6880.0,704.0,2968,8.8,1,0,0
6335060,1965-12-10,6250.0,658.0,2968,4.8,1,0,0
6335060,1965-12-11,6410.0,670.0,2968,0.0,1,0,0
6335060,1965-12-12,6220.0,656.0,2968,2.4,1,0,0
6335060,1965-12-13,5610.0,608.0,2968,13.4,1,0,0
6335060,1965-12-14,5320.0,584.0,2968,0.0,0,0,0
6335060,1965-12-15,5570.0,605.0,2968,0.0,0,0,0
6335060,1965-12-16,5760.0,620.0,2968,6.6,1,0,0
6335060,1965-12-17,5640.0,610.0,2968,14.5,1,0,0
6335060,1965-12-18,5450.0,595.0,2968,0.6,1,0,0
6335060,1965-12-19,6000.0,639.0,2968,6.7,1,0,0
6335060,1965-12-20,6340.0,665.0,2968,5.4,1,0,0
6335060,1965-12-21,6470.0,674.0,2968,2.9,1,0,0
6335060,1965-12-22,6550.0,680.0,2968,0.1,1,0,0
6335060,1965-12-23,6160.0,651.0,2968,10.4,8,0,0
6335060,1965-12-24,5700.0,615.0,2968,14.9,1,0,0
6335060,1965-12-25,5510.0,600.0,2968,2.7,1,0,0
6335060,1965-12-26,5910.0,632.0,2968,0.1,1,0,0
6335060,1965-12-27,6300.0,662.0,2968,2.3,8,0,0
6335060,1965-12-28,6240.0,657.0,2968,0.1,7,0,0
6335060,1965-12-29,5740.0,618.0,2968,3.6,7,0,0
6335060,1965-12-30,5110.0,566.0,2968,1.9,1,4,4
6335060,1965-12-31,4760.0,536.0,2968,11.2,1,0,0
6335060,1966-01-01,4700.0,530.0,2968,5.0,1,0,0
6335060,1966-01-02,5210.0,575.0,2968,7.1,1,0,0
6335060,1966-01-03,6090.0,646.0,2968,3.7,1,0,0
6335060,1966-01-04,6900.0,705.0,2968,0.0,0,0,0
6335060,1966-01-05,7030.0,714.0,2968,0.0,0,0,0
6335060,1966-01-06,6440.0,672.0,2968,0.0,0,0,0
6335060,1966-01-07,5490.0,598.0,2968,0.0,0,0,0
6335060,1966-01-08,4810.0,540.0,2968,0.0,0,0,0
6335060,1966-01-09,4250.0,488.0,2968,0.0,0,0,0
6335060,1966-01-10,3810.0,444.0,2968,0.0,0,0,0
6335060,1966-01-11,3460.0,407.0,2968,0.0,0,0,0
6335060,1966-01-12,3170.0,374.0,2968,0.0,7,0,0
6335060,1966-01-13,2980.0,352.0,2968,0.2,7,0,0
6335060,1966-01-14,2820.0,332.0,2968,0.2,7,2,2
6335060,1966-01-15,2690.0,316.0,2968,1.8,7,4,2
6335060,1966-01-16,2520.0,294.0,2968,0.0,0,6,2
6335060,1966-01-17,2460.0,287.0,2968,0.1,7,6,0
6335060,1966-01-18,2370.0,275.0,2968,0.0,0,6,0
6335060,1966-01-19,2240.0,258.0,2968,0.0,0,6,0
6335060,1966-01-20,2150.0,246.0,2968,0.3,1,5,0
6335060,1966-01-21,2120.0,242.0,2968,1.5,1,4,0
6335060,1966-01-22,2130.0,243.0,2968,2.4,1,0,0
6335060,1966-01-23,2170.0,248.0,2968,0.6,8,0,0
6335060,1966-01-24,2870.0,339.0,2968,0.1,1,0,0
6335060,1966-01-25,3550.0,416.0,2968,0.1,1,0,0
6335060,1966-01-26,3740.0,437.0,2968,0.9,1,0,0
6335060,1966-01-27,3490.0,410.0,2968,0.2,1,0,0
6335060,1966-01-28,3300.0,389.0,2968,2.6,1,0,0
6335060,1966-01-29,3250.0,383.0,2968,0.1,1,0,0
6335060,1966-01-30,3210.0,379.0,2968,1.8,1,0,0
6335060,1966-01-31,3160.0,373.0,2968,2.0,1,0,0
6335060,1966-02-01,3080.0,364.0,2968,0.1,1,0,0
6335060,1966-02-02,3070.0,362.0,2968,0.1,1,0,0
6335060,1966-02-03,3080.0,364.0,2968,0.0,0,0,0
6335060,1966-02-04,3050.0,360.0,2968,3.8,1,0,0
6335060,1966-02-05,2970.0,350.0,2968,1.4,1,0,0
6335060,1966-02-06,3020.0,357.0,2968,1.1,1,0,0
6335060,1966-02-07,3200.0,378.0,2968,4.8,1,0,0
6335060,1966-02-08,3290.0,388.0,2968,3.4,1,0,0
6335060,1966-02-09,3590.0,421.0,2968,8.0,1,0,0
6335060,1966-02-10,4520.0,513.0,2968,7.3,1,0,0
6335060,1966-02-11,5620.0,609.0,2968,0.0,0,0,0
6335060,1966-02-12,6240.0,657.0,2968,8.6,1,0,0
6335060,1966-02-13,6440.0,672.0,2968,0.2,1,0,0
6335060,1966-02-14,6520.0,678.0,2968,0.2,1,0,0
6335060,1966-02-15,5900.0,631.0,2968,0.0,0,0,0
6335060,1966-02-16,5040.0,560.0,2968,0.0,1,0,0
6335060,1966-02-17,4420.0,504.0,2968,0.7,1,0,0
6335060,1966-02-18,4020.0,465.0,2968,0.0,1,0,0
6335060,1966-02-19,3740.0,437.0,2968,1.0,1,0,0
6335060,1966-02-20,3510.0,412.0,2968,1.6,1,0,0
6335060,1966-02-21,3330.0,392.0,2968,3.0,1,0,0
6335060,1966-02-22,3190.0,377.0,2968,1.4,1,0,0
6335060,1966-02-23,3220.0,380.0,2968,4.5,1,0,0
6335060,1966-02-24,3260.0,384.0,2968,3.6,1,0,0
6335060,1966-02-25,3180.0,375.0,2968,2.0,1,0,0
6335060,1966-02-26,3040.0,359.0,2968,1.3,1,0,0
6335060,1966-02-27,2930.0,346.0,2968,0.0,1,0,0
6335060,1966-02-28,2870.0,338.0,2968,0.9,1,0,0
6335060,1966-03-17,2530.0,296.0,2968,1.6,1,0,0
6335060,1966-03-18,2490.0,291.0,2968,2.7,1,0,0
6335060,1966-03-19,2480.0,290.0,2968,0.0,0,0,0
6335060,1966-03-20,2510.0,293.0,2968,0.0,0,0,0
6335060,1966-03-21,2510.0,293.0,2968,0.1,1,0,0
6335060,1966-03-22,2480.0,290.0,2968,0.0,1,0,0
6335060,1966-03-23,2390.0,278.0,2968,2.1,1,0,0
6335060,1966-03-24,2340.0,271.0,2968,10.1,8,0,0
6335060,1966-03-25,2310.0,267.0,2968,0.1,7,2,2
6335060,1966-03-26,2310.0,267.0,2968,8.8,1,0,0
6335060,1966-03-27,2370.0,275.0,2968,4.3,1,0,0
6335060,1966-03-28,2630.0,309.0,2968,14.6,8,0,0
6335060,1966-03-29,3190.0,376.0,2968,1.9,8,0,0
6335060,1966-03-30,3890.0,452.0,2968,10.5,1,0,0
6335060,1966-03-31,4240.0,487.0,2968,1.3,1,0,0
6335060,1966-04-01,4370.0,499.0,2968,0.0,0,0,0
6335060,1966-04-02,4100.0,473.0,2968,0.0,1,0,0
6335060,1966-04-03,3790.0,442.0,2968,3.1,1,0,0
6335060,1966-04-04,3540.0,415.0,2968,0.0,0,0,0
6335060,1966-04-05,3280.0,387.0,2968,0.0,1,0,0
6335060,1966-04-06,3090.0,365.0,2968,7.3,1,0,0
6335060,1966-04-07,2970.0,350.0,2968,4.4,1,0,0
6335060,1966-04-08,2890.0,341.0,2968,1.0,1,0,0
6335060,1966-04-09,2830.0,334.0,2968,7.7,1,0,0
6335060,1966-04-10,2860.0,337.0,2968,2.7,1,0,0
6335060,1966-04-11,2900.0,342.0,2968,0.2,1,0,0
6335060,1966-04-12,2980.0,352.0,2968,2.8,1,0,0
6335060,1966-04-13,3020.0,357.0,2968,5.3,1,0,0
6335060,1966-04-14,3030.0,358.0,2968,8.0,8,0,0
6335060,1966-04-15,2990.0,353.0,2968,3.0,1,0,0
6335060,1966-04-16,3180.0,375.0,2968,5.8,1,0,0
6335060,1966-04-17,3560.0,418.0,2968,5.2,1,0,0
6335060,1966-04-18,3950.0,458.0,2968,10.4,1,0,0
6335060,1966-04-19,4090.0,472.0,2968,4.7,1,0,0
6335060,1966-04-20,4340.0,496.0,2968,4.0,1,0,0
6335060,1966-04-21,4320.0,494.0,2968,1.0,1,0,0
6335060,1966-04-22,4190.0,482.0,2968,0.0,1,0,0
6335060,1966-04-23,3910.0,454.0,2968,1.0,1,0,0
6335060,1966-04-24,3790.0,442.0,2968,0.9,1,0,0
6335060,1966-04-25,3770.0,440.0,2968,0.0,0,0,0
6335060,1966-04-26,3690.0,431.0,2968,0.0,0,0,0
6335060,1966-04-27,3610.0,423.0,2968,5.9,1,0,0
6335060,1966-04-28,3430.0,404.0,2968,0.0,0,0,0
6335060,1966-04-29,3360.0,396.0,2968,0.0,0,0,0
6335060,1966-04-30,3170.0,374.0,2968,0.0,0,0,0
6335060,1966-05-01,3000.0,354.0,2968,0.0,0,0,0
