,date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
670140,1965-01-01,6336500,371.0,,1965,1,,,
670141,1965-01-02,6336500,360.0,,1965,1,,,
670142,1965-01-03,6336500,418.0,,1965,1,,,
670143,1965-01-04,6336500,390.0,,1965,1,,,
670144,1965-01-05,6336500,253.0,,1965,1,,,
670145,1965-01-06,6336500,222.0,,1965,1,,,
670146,1965-01-07,6336500,204.0,,1965,1,,,
670147,1965-01-08,6336500,234.0,,1965,1,,,
670148,1965-01-09,6336500,426.0,,1965,1,,,
670149,1965-01-10,6336500,690.0,,1965,1,,,
670150,1965-01-11,6336500,854.0,,1965,1,,,
670151,1965-01-12,6336500,643.0,,1965,1,,,
670152,1965-01-13,6336500,470.0,,1965,1,,,
670153,1965-01-14,6336500,398.0,,1965,1,,,
670154,1965-01-15,6336500,373.0,,1965,1,,,
670155,1965-01-16,6336500,385.0,,1965,1,,,
670156,1965-01-17,6336500,620.0,,1965,1,,,
670157,1965-01-18,6336500,1240.0,,1965,1,,,
670158,1965-01-19,6336500,1180.0,,1965,1,,,
670159,1965-01-20,6336500,949.0,,1965,1,,,
670160,1965-01-21,6336500,633.0,,1965,1,,,
670161,1965-01-22,6336500,515.0,,1965,1,,,
670162,1965-01-23,6336500,447.0,,1965,1,,,
670163,1965-01-24,6336500,515.0,,1965,1,,,
670164,1965-01-25,6336500,509.0,,1965,1,,,
670165,1965-01-26,6336500,442.0,,1965,1,,,
670166,1965-01-27,6336500,403.0,,1965,1,,,
670167,1965-01-28,6336500,368.0,,1965,1,,,
670168,1965-01-29,6336500,330.0,,1965,1,,,
670169,1965-01-30,6336500,424.0,,1965,1,,,
670170,1965-01-31,6336500,939.0,,1965,1,,,
670171,1965-02-01,6336500,1200.0,,1965,2,,,
670172,1965-02-02,6336500,1080.0,,1965,2,,,
670173,1965-02-03,6336500,808.0,,1965,2,,,
670174,1965-02-04,6336500,592.0,,1965,2,,,
670175,1965-02-05,6336500,476.0,,1965,2,,,
670176,1965-02-06,6336500,450.0,,1965,2,,,
670177,1965-02-07,6336500,405.0,,1965,2,,,
670178,1965-02-08,6336500,365.0,,1965,2,,,
670179,1965-02-09,6336500,318.0,,1965,2,,,
670180,1965-02-10,6336500,297.0,,1965,2,,,
670181,1965-02-11,6336500,258.0,,1965,2,,,
670182,1965-02-12,6336500,241.0,,1965,2,,,
670183,1965-02-13,6336500,249.0,,1965,2,,,
670184,1965-02-14,6336500,286.0,,1965,2,,,
670185,1965-02-15,6336500,312.0,,1965,2,,,
670186,1965-02-16,6336500,297.0,,1965,2,,,
670187,1965-02-17,6336500,249.0,,1965,2,,,
670188,1965-02-18,6336500,245.0,,1965,2,,,
670189,1965-02-19,6336500,212.0,,1965,2,,,
670190,1965-02-20,6336500,196.0,,1965,2,,,
670191,1965-02-21,6336500,186.0,,1965,2,,,
670192,1965-02-22,6336500,155.0,,1965,2,,,
670193,1965-02-23,6336500,163.0,,1965,2,,,
670194,1965-02-24,6336500,161.0,,1965,2,,,
670195,1965-02-25,6336500,153.0,,1965,2,,,
670196,1965-02-26,6336500,148.0,,1965,2,,,
670197,1965-02-27,6336500,146.0,,1965,2,,,
670198,1965-02-28,6336500,139.0,,1965,2,,,
670199,1965-03-01,6336500,132.0,,1965,3,,,
670200,1965-03-02,6336500,142.0,,1965,3,,,
670201,1965-03-03,6336500,144.0,,1965,3,,,
670202,1965-03-04,6336500,144.0,,1965,3,,,
670203,1965-03-05,6336500,130.0,,1965,3,,,
670204,1965-03-06,6336500,135.0,,1965,3,,,
670205,1965-03-07,6336500,121.0,,1965,3,,,
670206,1965-03-08,6336500,128.0,,1965,3,,,
670207,1965-03-09,6336500,137.0,,1965,3,,,
670208,1965-03-10,6336500,137.0,,1965,3,,,
670209,1965-03-11,6336500,139.0,,1965,3,,,
670210,1965-03-12,6336500,150.0,,1965,3,,,
670211,1965-03-13,6336500,174.0,,1965,3,,,
670212,1965-03-14,6336500,214.0,,1965,3,,,
670213,1965-03-15,6336500,291.0,,1965,3,,,
670214,1965-03-16,6336500,424.0,,1965,3,,,
670215,1965-03-17,6336500,496.0,,1965,3,,,
670216,1965-03-18,6336500,517.0,,1965,3,,,
670217,1965-03-19,6336500,528.0,,1965,3,,,
670218,1965-03-20,6336500,512.0,,1965,3,,,
670219,1965-03-21,6336500,581.0,,1965,3,,,
670220,1965-03-22,6336500,808.0,,1965,3,,,
670221,1965-03-23,6336500,976.0,,1965,3,,,
670222,1965-03-24,6336500,1020.0,,1965,3,,,
670223,1965-03-25,6336500,1010.0,,1965,3,,,
670224,1965-03-26,6336500,1170.0,,1965,3,,,
670225,1965-03-27,6336500,1300.0,,1965,3,,,
670226,1965-03-28,6336500,1140.0,,1965,3,,,
670227,1965-03-29,6336500,898.0,,1965,3,,,
670228,1965-03-30,6336500,662.0,,1965,3,,,
670229,1965-03-31,6336500,528.0,,1965,3,,,
670230,1965-04-01,6336500,437.0,,1965,4,,,
670231,1965-04-02,6336500,354.0,,1965,4,,,
670232,1965-04-03,6336500,327.0,,1965,4,,,
670233,1965-04-04,6336500,286.0,,1965,4,,,
670234,1965-04-05,6336500,268.0,,1965,4,,,
670235,1965-04-06,6336500,266.0,,1965,4,,,
670236,1965-04-07,6336500,261.0,,1965,4,,,
670237,1965-04-08,6336500,236.0,,1965,4,,,
670238,1965-04-09,6336500,234.0,,1965,4,,,
670239,1965-04-10,6336500,226.0,,1965,4,,,
670240,1965-04-11,6336500,202.0,,1965,4,,,
670241,1965-04-12,6336500,204.0,,1965,4,,,
670242,1965-04-13,6336500,244.0,,1965,4,,,
670243,1965-04-14,6336500,240.0,,1965,4,,,
670244,1965-04-15,6336500,266.0,,1965,4,,,
670245,1965-04-16,6336500,236.0,,1965,4,,,
670246,1965-05-03,6336500,341.0,,1965,5,,,
670247,1965-05-04,6336500,354.0,,1965,5,,,
670248,1965-05-05,6336500,405.0,,1965,5,,,
670249,1965-05-06,6336500,631.0,,1965,5,,,
670250,1965-05-07,6336500,752.0,,1965,5,,,
670251,1965-05-08,6336500,823.0,,1965,5,,,
670252,1965-05-09,6336500,648.0,,1965,5,,,
670253,1965-05-10,6336500,533.0,,1965,5,,,
670254,1965-05-11,6336500,439.0,,1965,5,,,
670255,1965-05-12,6336500,369.0,,1965,5,,,
670256,1965-05-13,6336500,331.0,,1965,5,,,
670257,1965-05-14,6336500,273.0,,1965,5,,,
670258,1965-05-15,6336500,251.0,,1965,5,,,
670259,1965-05-16,6336500,220.0,,1965,5,,,
670260,1965-05-17,6336500,190.0,,1965,5,,,
670261,1965-05-18,6336500,225.0,,1965,5,,,
670262,1965-05-19,6336500,208.0,,1965,5,,,
670263,1965-05-20,6336500,275.0,,1965,5,,,
670264,1965-05-21,6336500,303.0,,1965,5,,,
670265,1965-05-22,6336500,233.0,,1965,5,,,
670266,1965-05-23,6336500,198.0,,1965,5,,,
670267,1965-05-24,6336500,178.0,,1965,5,,,
670268,1965-05-25,6336500,163.0,,1965,5,,,
670269,1965-05-26,6336500,155.0,,1965,5,,,
670270,1965-05-27,6336500,159.0,,1965,5,,,
670271,1965-05-28,6336500,174.0,,1965,5,,,
670272,1965-05-29,6336500,253.0,,1965,5,,,
670273,1965-05-30,6336500,229.0,,1965,5,,,
670274,1965-05-31,6336500,248.0,,1965,5,,,
670275,1965-06-01,6336500,210.0,,1965,6,,,
670276,1965-06-02,6336500,206.0,,1965,6,,,
670277,1965-06-03,6336500,200.0,,1965,6,,,
670278,1965-06-04,6336500,174.0,,1965,6,,,
670279,1965-06-05,6336500,206.0,,1965,6,,,
670280,1965-06-06,6336500,250.0,,1965,6,,,
670281,1965-06-07,6336500,247.0,,1965,6,,,
670282,1965-06-08,6336500,230.0,,1965,6,,,
670283,1965-06-09,6336500,228.0,,1965,6,,,
670284,1965-06-10,6336500,310.0,,1965,6,,,
670285,1965-06-11,6336500,439.0,,1965,6,,,
670286,1965-06-12,6336500,405.0,,1965,6,,,
670287,1965-06-13,6336500,292.0,,1965,6,,,
670288,1965-06-14,6336500,245.0,,1965,6,,,
670289,1965-06-15,6336500,226.0,,1965,6,,,
670290,1965-06-16,6336500,223.0,,1965,6,,,
670291,1965-06-17,6336500,221.0,,1965,6,,,
670292,1965-06-18,6336500,315.0,,1965,6,,,
