,date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
521220,1965-01-01,6335601,47.3,,1965,1,,,
521221,1965-01-02,6335601,68.1,,1965,1,,,
521222,1965-01-03,6335601,88.5,,1965,1,,,
521223,1965-01-04,6335601,65.8,,1965,1,,,
521224,1965-01-05,6335601,57.7,,1965,1,,,
521225,1965-01-06,6335601,53.3,,1965,1,,,
521226,1965-01-07,6335601,56.2,,1965,1,,,
521227,1965-01-08,6335601,60.7,,1965,1,,,
521228,1965-01-09,6335601,127.0,,1965,1,,,
521229,1965-01-10,6335601,159.0,,1965,1,,,
521230,1965-01-11,6335601,192.0,,1965,1,,,
521231,1965-01-12,6335601,129.0,,1965,1,,,
521232,1965-01-13,6335601,107.0,,1965,1,,,
521233,1965-01-14,6335601,93.6,,1965,1,,,
521234,1965-01-15,6335601,87.8,,1965,1,,,
521235,1965-01-16,6335601,74.3,,1965,1,,,
521236,1965-01-17,6335601,76.5,,1965,1,,,
521237,1965-01-18,6335601,196.0,,1965,1,,,
521238,1965-01-19,6335601,149.0,,1965,1,,,
521239,1965-01-20,6335601,117.0,,1965,1,,,
521240,1965-01-21,6335601,108.0,,1965,1,,,
521241,1965-01-22,6335601,89.4,,1965,1,,,
521242,1965-01-23,6335601,82.4,,1965,1,,,
521243,1965-01-24,6335601,78.9,,1965,1,,,
521244,1965-01-25,6335601,70.7,,1965,1,,,
521245,1965-01-26,6335601,74.7,,1965,1,,,
521246,1965-01-27,6335601,69.2,,1965,1,,,
521247,1965-01-28,6335601,71.7,,1965,1,,,
521248,1965-01-29,6335601,67.4,,1965,1,,,
521249,1965-01-30,6335601,72.6,,1965,1,,,
521250,1965-01-31,6335601,162.0,,1965,1,,,
521251,1965-02-01,6335601,280.0,,1965,2,,,
521252,1965-02-02,6335601,176.0,,1965,2,,,
521253,1965-02-03,6335601,132.0,,1965,2,,,
521254,1965-02-04,6335601,117.0,,1965,2,,,
521255,1965-02-05,6335601,108.0,,1965,2,,,
521256,1965-02-06,6335601,99.6,,1965,2,,,
521257,1965-02-07,6335601,93.9,,1965,2,,,
521258,1965-02-08,6335601,94.9,,1965,2,,,
521259,1965-02-09,6335601,82.6,,1965,2,,,
521260,1965-02-10,6335601,73.0,,1965,2,,,
521261,1965-02-11,6335601,73.5,,1965,2,,,
521262,1965-02-12,6335601,72.6,,1965,2,,,
521263,1965-02-13,6335601,68.1,,1965,2,,,
521264,1965-02-14,6335601,85.2,,1965,2,,,
521265,1965-02-15,6335601,75.2,,1965,2,,,
521266,1965-02-16,6335601,71.3,,1965,2,,,
521267,1965-02-17,6335601,67.2,,1965,2,,,
521268,1965-02-18,6335601,66.5,,1965,2,,,
521269,1965-02-19,6335601,60.9,,1965,2,,,
521270,1965-02-20,6335601,58.2,,1965,2,,,
521271,1965-02-21,6335601,54.7,,1965,2,,,
521272,1965-02-22,6335601,53.0,,1965,2,,,
521273,1965-02-23,6335601,50.6,,1965,2,,,
521274,1965-02-24,6335601,51.8,,1965,2,,,
521275,1965-02-25,6335601,51.0,,1965,2,,,
521276,1965-02-26,6335601,50.1,,1965,2,,,
521277,1965-02-27,6335601,49.7,,1965,2,,,
521278,1965-02-28,6335601,48.1,,1965,2,,,
521279,1965-03-01,6335601,48.8,,1965,3,,,
521280,1965-03-02,6335601,54.4,,1965,3,,,
521281,1965-03-03,6335601,51.5,,1965,3,,,
521282,1965-03-04,6335601,47.8,,1965,3,,,
521283,1965-03-05,6335601,43.6,,1965,3,,,
521284,1965-03-06,6335601,49.3,,1965,3,,,
521285,1965-03-07,6335601,42.8,,1965,3,,,
521286,1965-03-08,6335601,42.3,,1965,3,,,
521287,1965-03-09,6335601,38.5,,1965,3,,,
521288,1965-03-10,6335601,43.3,,1965,3,,,
521289,1965-03-11,6335601,37.1,,1965,3,,,
521290,1965-03-12,6335601,42.6,,1965,3,,,
521291,1965-03-13,6335601,42.0,,1965,3,,,
521292,1965-03-14,6335601,59.5,,1965,3,,,
521293,1965-03-15,6335601,115.0,,1965,3,,,
521294,1965-03-16,6335601,365.0,,1965,3,,,
521295,1965-03-17,6335601,472.0,,1965,3,,,
521296,1965-03-18,6335601,355.0,,1965,3,,,
521297,1965-03-19,6335601,303.0,,1965,3,,,
521298,1965-03-20,6335601,240.0,,1965,3,,,
521299,1965-03-21,6335601,258.0,,1965,3,,,
521300,1965-03-22,6335601,504.0,,1965,3,,,
521301,1965-03-23,6335601,395.0,,1965,3,,,
521302,1965-03-24,6335601,432.0,,1965,3,,,
521303,1965-03-25,6335601,392.0,,1965,3,,,
521304,1965-03-26,6335601,348.0,,1965,3,,,
521305,1965-03-27,6335601,403.0,,1965,3,,,
521306,1965-03-28,6335601,325.0,,1965,3,,,
521307,1965-03-29,6335601,248.0,,1965,3,,,
521308,1965-03-30,6335601,217.0,,1965,3,,,
521309,1965-03-31,6335601,186.0,,1965,3,,,
521310,1965-04-01,6335601,160.0,,1965,4,,,
521311,1965-04-02,6335601,143.0,,1965,4,,,
521312,1965-04-03,6335601,132.0,,1965,4,,,
521313,1965-04-04,6335601,117.0,,1965,4,,,
521314,1965-04-05,6335601,111.0,,1965,4,,,
521315,1965-04-06,6335601,112.0,,1965,4,,,
521316,1965-04-07,6335601,109.0,,1965,4,,,
521317,1965-04-08,6335601,102.0,,1965,4,,,
521318,1965-04-09,6335601,99.7,,1965,4,,,
521319,1965-04-10,6335601,89.9,,1965,4,,,
521320,1965-04-11,6335601,90.1,,1965,4,,,
521321,1965-04-12,6335601,113.0,,1965,4,,,
521322,1965-04-13,6335601,112.0,,1965,4,,,
521323,1965-04-14,6335601,107.0,,1965,4,,,
521324,1965-04-15,6335601,95.5,,1965,4,,,
521325,1965-04-16,6335601,121.0,,1965,4,,,
521326,1965-05-03,6335601,152.0,,1965,5,,,
521327,1965-05-04,6335601,156.0,,1965,5,,,
521328,1965-05-05,6335601,184.0,,1965,5,,,
521329,1965-05-06,6335601,229.0,,1965,5,,,
521330,1965-05-07,6335601,209.0,,1965,5,,,
521331,1965-05-08,6335601,244.0,,1965,5,,,
521332,1965-05-09,6335601,206.0,,1965,5,,,
521333,1965-05-10,6335601,195.0,,1965,5,,,
521334,1965-05-11,6335601,170.0,,1965,5,,,
521335,1965-05-12,6335601,147.0,,1965,5,,,
521336,1965-05-13,6335601,135.0,,1965,5,,,
521337,1965-05-14,6335601,118.0,,1965,5,,,
521338,1965-05-15,6335601,111.0,,1965,5,,,
521339,1965-05-16,6335601,105.0,,1965,5,,,
521340,1965-05-17,6335601,108.0,,1965,5,,,
521341,1965-05-18,6335601,126.0,,1965,5,,,
521342,1965-05-19,6335601,350.0,,1965,5,,,
521343,1965-05-20,6335601,480.0,,1965,5,,,
521344,1965-05-21,6335601,247.0,,1965,5,,,
521345,1965-05-22,6335601,178.0,,1965,5,,,
521346,1965-05-23,6335601,157.0,,1965,5,,,
521347,1965-05-24,6335601,140.0,,1965,5,,,
521348,1965-05-25,6335601,126.0,,1965,5,,,
521349,1965-05-26,6335601,114.0,,1965,5,,,
521350,1965-05-27,6335601,106.0,,1965,5,,,
521351,1965-05-28,6335601,175.0,,1965,5,,,
521352,1965-05-29,6335601,422.0,,1965,5,,,
521353,1965-05-30,6335601,568.0,,1965,5,,,
521354,1965-05-31,6335601,300.0,,1965,5,,,
521355,1965-06-01,6335601,493.0,,1965,6,,,
521356,1965-06-02,6335601,354.0,,1965,6,,,
521357,1965-06-03,6335601,247.0,,1965,6,,,
521358,1965-06-04,6335601,257.0,,1965,6,,,
521359,1965-06-05,6335601,250.0,,1965,6,,,
521360,1965-06-06,6335601,216.0,,1965,6,,,
521361,1965-06-07,6335601,184.0,,1965,6,,,
521362,1965-06-08,6335601,288.0,,1965,6,,,
521363,1965-06-09,6335601,351.0,,1965,6,,,
521364,1965-06-10,6335601,618.0,,1965,6,,,
521365,1965-06-11,6335601,588.0,,1965,6,,,
521366,1965-06-12,6335601,364.0,,1965,6,,,
521367,1965-06-13,6335601,267.0,,1965,6,,,
521368,1965-06-14,6335601,274.0,,1965,6,,,
521369,1965-06-15,6335601,232.0,,1965,6,,,
521370,1965-06-16,6335601,200.0,,1965,6,,,
521371,1965-06-17,6335601,262.0,,1965,6,,,
521372,1965-06-18,6335601,320.0,,1965,6,,,
521373,1965-06-19,6335601,218.0,,1965,6,,,
521374,1965-06-20,6335601,181.0,,1965,6,,,
521375,1965-06-21,6335601,179.0,,1965,6,,,
521376,1965-06-22,6335601,230.0,,1965,6,,,
521377,1965-06-23,6335601,171.0,,1965,6,,,
521378,1965-06-24,6335601,144.0,,1965,6,,,
521379,1965-06-25,6335601,121.0,,1965,6,,,
521380,1965-06-26,6335601,119.0,,1965,6,,,
521381,1965-06-27,6335601,112.0,,1965,6,,,
521382,1965-06-28,6335601,106.0,,1965,6,,,
521383,1965-06-29,6335601,107.0,,1965,6,,,
521384,1965-06-30,6335601,104.0,,1965,6,,,
521385,1965-07-01,6335601,119.0,,1965,7,,,
521386,1965-07-02,6335601,155.0,,1965,7,,,
521387,1965-07-03,6335601,110.0,,1965,7,,,
521388,1965-07-04,6335601,105.0,,1965,7,,,
521389,1965-07-05,6335601,98.7,,1965,7,,,
521390,1965-07-06,6335601,92.6,,1965,7,,,
521391,1965-07-07,6335601,83.4,,1965,7,,,
521392,1965-07-08,6335601,93.0,,1965,7,,,
521393,1965-07-09,6335601,108.0,,1965,7,,,
521394,1965-07-10,6335601,93.5,,1965,7,,,
521395,1965-07-11,6335601,77.3,,1965,7,,,
521396,1965-07-12,6335601,78.1,,1965,7,,,
521397,1965-07-13,6335601,74.6,,1965,7,,,
521398,1965-07-14,6335601,73.8,,1965,7,,,
