date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-01-01,6335602,26.8,,1965,1,,,
1965-01-02,6335602,50.9,,1965,1,,,
1965-01-03,6335602,57.3,,1965,1,,,
1965-01-04,6335602,41.6,,1965,1,,,
1965-01-05,6335602,35.6,,1965,1,,,
1965-01-06,6335602,31.1,,1965,1,,,
1965-01-07,6335602,31.1,,1965,1,,,
1965-01-08,6335602,46.7,,1965,1,,,
1965-01-09,6335602,88.4,,1965,1,,,
1965-01-10,6335602,97.5,,1965,1,,,
1965-01-11,6335602,117.0,,1965,1,,,
1965-01-12,6335602,89.7,,1965,1,,,
1965-01-13,6335602,70.2,,1965,1,,,
1965-01-14,6335602,60.6,,1965,1,,,
1965-01-15,6335602,54.0,,1965,1,,,
1965-01-16,6335602,46.7,,1965,1,,,
1965-01-17,6335602,54.0,,1965,1,,,
1965-01-18,6335602,135.0,,1965,1,,,
1965-01-19,6335602,103.0,,1965,1,,,
1965-01-20,6335602,79.3,,1965,1,,,
1965-01-21,6335602,66.3,,1965,1,,,
1965-01-22,6335602,58.4,,1965,1,,,
1965-01-23,6335602,51.9,,1965,1,,,
1965-01-24,6335602,47.7,,1965,1,,,
1965-01-25,6335602,45.7,,1965,1,,,
1965-01-26,6335602,44.6,,1965,1,,,
1965-01-27,6335602,43.6,,1965,1,,,
1965-01-28,6335602,41.6,,1965,1,,,
1965-01-29,6335602,40.6,,1965,1,,,
1965-01-30,6335602,42.6,,1965,1,,,
1965-01-31,6335602,101.0,,1965,1,,,
1965-02-01,6335602,170.0,,1965,2,,,
1965-02-02,6335602,116.0,,1965,2,,,
1965-02-03,6335602,88.4,,1965,2,,,
1965-02-04,6335602,76.7,,1965,2,,,
1965-02-05,6335602,67.3,,1965,2,,,
1965-02-06,6335602,60.6,,1965,2,,,
1965-02-07,6335602,55.1,,1965,2,,,
1965-02-08,6335602,54.0,,1965,2,,,
1965-02-09,6335602,48.8,,1965,2,,,
1965-02-10,6335602,42.6,,1965,2,,,
1965-02-11,6335602,41.6,,1965,2,,,
1965-02-12,6335602,40.6,,1965,2,,,
1965-02-13,6335602,40.6,,1965,2,,,
1965-02-14,6335602,48.8,,1965,2,,,
1965-02-15,6335602,43.6,,1965,2,,,
1965-02-16,6335602,41.6,,1965,2,,,
1965-02-17,6335602,38.5,,1965,2,,,
1965-02-18,6335602,36.6,,1965,2,,,
1965-02-19,6335602,35.6,,1965,2,,,
1965-02-20,6335602,33.7,,1965,2,,,
1965-02-21,6335602,31.9,,1965,2,,,
1965-02-22,6335602,29.3,,1965,2,,,
1965-02-23,6335602,29.3,,1965,2,,,
1965-02-24,6335602,30.2,,1965,2,,,
1965-02-25,6335602,28.5,,1965,2,,,
1965-02-26,6335602,27.7,,1965,2,,,
1965-02-27,6335602,27.7,,1965,2,,,
1965-02-28,6335602,26.8,,1965,2,,,
1965-03-01,6335602,28.5,,1965,3,,,
1965-03-02,6335602,28.5,,1965,3,,,
1965-03-03,6335602,28.5,,1965,3,,,
1965-03-04,6335602,25.2,,1965,3,,,
1965-03-05,6335602,26.0,,1965,3,,,
1965-03-06,6335602,24.4,,1965,3,,,
1965-03-07,6335602,24.4,,1965,3,,,
1965-03-08,6335602,23.7,,1965,3,,,
1965-03-09,6335602,23.7,,1965,3,,,
1965-03-10,6335602,23.7,,1965,3,,,
1965-03-11,6335602,24.4,,1965,3,,,
1965-03-12,6335602,24.4,,1965,3,,,
1965-03-13,6335602,26.8,,1965,3,,,
1965-03-14,6335602,38.5,,1965,3,,,
1965-03-15,6335602,94.9,,1965,3,,,
1965-03-16,6335602,261.0,,1965,3,,,
1965-03-17,6335602,307.0,,1965,3,,,
1965-03-18,6335602,245.0,,1965,3,,,
1965-03-19,6335602,225.0,,1965,3,,,
1965-03-20,6335602,174.0,,1965,3,,,
1965-03-21,6335602,195.0,,1965,3,,,
1965-03-22,6335602,319.0,,1965,3,,,
1965-03-23,6335602,273.0,,1965,3,,,
1965-03-24,6335602,286.0,,1965,3,,,
1965-03-25,6335602,254.0,,1965,3,,,
1965-03-26,6335602,221.0,,1965,3,,,
1965-03-27,6335602,218.0,,1965,3,,,
1965-03-28,6335602,183.0,,1965,3,,,
1965-03-29,6335602,152.0,,1965,3,,,
1965-03-30,6335602,132.0,,1965,3,,,
1965-03-31,6335602,118.0,,1965,3,,,
1965-04-01,6335602,105.0,,1965,4,,,
1965-04-02,6335602,94.9,,1965,4,,,
1965-04-03,6335602,87.1,,1965,4,,,
1965-04-04,6335602,79.3,,1965,4,,,
1965-04-05,6335602,72.8,,1965,4,,,
1965-04-06,6335602,67.3,,1965,4,,,
1965-04-07,6335602,65.0,,1965,4,,,
1965-04-08,6335602,66.3,,1965,4,,,
1965-04-09,6335602,61.7,,1965,4,,,
1965-04-10,6335602,56.2,,1965,4,,,
1965-04-11,6335602,56.2,,1965,4,,,
1965-04-12,6335602,71.5,,1965,4,,,
1965-04-13,6335602,68.9,,1965,4,,,
1965-04-14,6335602,65.0,,1965,4,,,
1965-04-15,6335602,60.6,,1965,4,,,
1965-04-16,6335602,88.4,,1965,4,,,
1965-05-03,6335602,93.6,,1965,5,,,
1965-05-04,6335602,94.9,,1965,5,,,
1965-05-05,6335602,108.0,,1965,5,,,
1965-05-06,6335602,134.0,,1965,5,,,
