date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-03-15,6335730,6.26,,1965,3,,,
1965-03-16,6335730,14.6,,1965,3,,,
1965-03-17,6335730,18.1,,1965,3,,,
1965-03-18,6335730,17.0,,1965,3,,,
1965-03-19,6335730,17.75,,1965,3,,,
1965-03-20,6335730,16.65,,1965,3,,,
1965-03-21,6335730,51.9,,1965,3,,,
1965-03-22,6335730,61.55,,1965,3,,,
1965-03-23,6335730,55.45,,1965,3,,,
1965-03-24,6335730,53.7,,1965,3,,,
1965-03-25,6335730,47.35,,1965,3,,,
1965-03-26,6335730,38.85,,1965,3,,,
1965-03-27,6335730,31.15,,1965,3,,,
1965-03-28,6335730,26.25,,1965,3,,,
1965-03-29,6335730,24.55,,1965,3,,,
1965-03-30,6335730,23.35,,1965,3,,,
1965-03-31,6335730,22.9,,1965,3,,,
1965-04-01,6335730,20.05,,1965,4,,,
1965-04-02,6335730,17.75,,1965,4,,,
1965-04-03,6335730,16.28,,1965,4,,,
1965-04-04,6335730,15.9,,1965,4,,,
1965-04-05,6335730,15.89,,1965,4,,,
1965-04-06,6335730,15.17,,1965,4,,,
1965-04-07,6335730,15.15,,1965,4,,,
1965-04-08,6335730,14.1,,1965,4,,,
1965-04-09,6335730,12.45,,1965,4,,,
1965-04-10,6335730,10.85,,1965,4,,,
1965-04-11,6335730,12.07,,1965,4,,,
1965-04-12,6335730,11.73,,1965,4,,,
1965-04-13,6335730,12.97,,1965,4,,,
1965-04-14,6335730,11.05,,1965,4,,,
1965-04-15,6335730,10.1,,1965,4,,,
1965-04-16,6335730,21.2,,1965,4,,,
1965-05-03,6335730,15.3,,1965,5,,,
1965-05-04,6335730,22.9,,1965,5,,,
1965-05-05,6335730,27.5,,1965,5,,,
1965-05-06,6335730,33.5,,1965,5,,,
1965-05-07,6335730,28.4,,1965,5,,,
1965-05-08,6335730,26.65,,1965,5,,,
1965-05-09,6335730,22.9,,1965,5,,,
1965-05-10,6335730,20.3,,1965,5,,,
1965-05-11,6335730,17.1,,1965,5,,,
1965-05-12,6335730,14.6,,1965,5,,,
1965-05-13,6335730,13.25,,1965,5,,,
1965-05-14,6335730,11.95,,1965,5,,,
1965-05-15,6335730,11.35,,1965,5,,,
1965-05-16,6335730,11.35,,1965,5,,,
1965-05-17,6335730,10.7,,1965,5,,,
1965-05-18,6335730,11.0,,1965,5,,,
1965-05-19,6335730,23.35,,1965,5,,,
1965-05-20,6335730,20.3,,1965,5,,,
1965-05-21,6335730,16.35,,1965,5,,,
1965-05-22,6335730,13.6,,1965,5,,,
1965-05-23,6335730,11.65,,1965,5,,,
1965-05-24,6335730,10.4,,1965,5,,,
1965-05-25,6335730,9.2,,1965,5,,,
1965-05-26,6335730,8.33,,1965,5,,,
1965-05-27,6335730,8.05,,1965,5,,,
1965-05-28,6335730,8.33,,1965,5,,,
1965-05-29,6335730,10.1,,1965,5,,,
1965-05-30,6335730,9.2,,1965,5,,,
1965-05-31,6335730,9.5,,1965,5,,,
1965-06-01,6335730,9.5,,1965,6,,,
1965-06-02,6335730,8.33,,1965,6,,,
1965-06-03,6335730,8.05,,1965,6,,,
1965-06-04,6335730,7.78,,1965,6,,,
1965-06-05,6335730,11.0,,1965,6,,,
1965-06-06,6335730,10.1,,1965,6,,,
1965-06-07,6335730,8.9,,1965,6,,,
1965-06-08,6335730,8.62,,1965,6,,,
1965-06-09,6335730,8.33,,1965,6,,,
1965-06-10,6335730,16.35,,1965,6,,,
1965-06-11,6335730,18.95,,1965,6,,,
1965-06-12,6335730,16.0,,1965,6,,,
1965-06-13,6335730,13.6,,1965,6,,,
1965-06-14,6335730,12.3,,1965,6,,,
1965-06-15,6335730,10.1,,1965,6,,,
1965-06-16,6335730,8.9,,1965,6,,,
1965-06-17,6335730,13.25,,1965,6,,,
1965-06-18,6335730,11.0,,1965,6,,,
1965-06-19,6335730,9.2,,1965,6,,,
1965-06-20,6335730,8.33,,1965,6,,,
1965-06-21,6335730,8.05,,1965,6,,,
1965-06-22,6335730,7.26,,1965,6,,,
1965-06-23,6335730,6.34,,1965,6,,,
1965-06-24,6335730,5.48,,1965,6,,,
1965-06-25,6335730,5.07,,1965,6,,,
1965-06-26,6335730,4.47,,1965,6,,,
1965-06-27,6335730,4.27,,1965,6,,,
1965-06-28,6335730,4.07,,1965,6,,,
1965-06-29,6335730,3.5,,1965,6,,,
1965-06-30,6335730,3.32,,1965,6,,,
1965-07-01,6335730,3.32,,1965,7,,,
1965-07-02,6335730,3.5,,1965,7,,,
1965-07-03,6335730,2.82,,1965,7,,,
1965-07-04,6335730,2.66,,1965,7,,,
1965-07-05,6335730,2.82,,1965,7,,,
1965-07-06,6335730,2.82,,1965,7,,,
1965-07-07,6335730,2.66,,1965,7,,,
1965-07-08,6335730,6.56,,1965,7,,,
1965-07-09,6335730,4.87,,1965,7,,,
1965-07-10,6335730,3.5,,1965,7,,,
1965-07-11,6335730,3.32,,1965,7,,,
1965-07-12,6335730,2.82,,1965,7,,,
1965-07-13,6335730,2.5,,1965,7,,,
1965-07-14,6335730,2.35,,1965,7,,,
1965-07-15,6335730,1.93,,1965,7,,,
1965-07-16,6335730,3.88,,1965,7,,,
1965-07-17,6335730,4.67,,1965,7,,,
1965-07-18,6335730,3.14,,1965,7,,,
1965-07-19,6335730,2.66,,1965,7,,,
1965-07-20,6335730,2.35,,1965,7,,,
1965-07-21,6335730,2.5,,1965,7,,,
1965-07-22,6335730,2.5,,1965,7,,,
1965-07-23,6335730,2.66,,1965,7,,,
1965-07-24,6335730,2.82,,1965,7,,,
1965-07-25,6335730,2.5,,1965,7,,,
1965-07-26,6335730,2.5,,1965,7,,,
1965-07-27,6335730,3.14,,1965,7,,,
1965-07-28,6335730,2.82,,1965,7,,,
1965-07-29,6335730,2.35,,1965,7,,,
1965-07-30,6335730,6.12,,1965,7,,,
1965-07-31,6335730,10.4,,1965,7,,,
1965-08-17,6335730,1.93,,1965,8,,,
1965-08-18,6335730,1.93,,1965,8,,,
1965-08-19,6335730,1.8,,1965,8,,,
1965-08-20,6335730,1.69,,1965,8,,,
1965-08-21,6335730,1.58,,1965,8,,,
1965-08-22,6335730,1.38,,1965,8,,,
1965-08-23,6335730,6.12,,1965,8,,,
1965-08-24,6335730,5.9,,1965,8,,,
1965-08-25,6335730,5.48,,1965,8,,,
1965-08-26,6335730,4.67,,1965,8,,,
1965-08-27,6335730,4.67,,1965,8,,,
1965-08-28,6335730,7.78,,1965,8,,,
1965-08-29,6335730,6.34,,1965,8,,,
1965-08-30,6335730,5.69,,1965,8,,,
1965-08-31,6335730,5.07,,1965,8,,,
1965-09-01,6335730,5.48,,1965,9,,,
1965-09-02,6335730,6.34,,1965,9,,,
1965-09-03,6335730,5.48,,1965,9,,,
1965-09-04,6335730,5.07,,1965,9,,,
1965-09-05,6335730,5.07,,1965,9,,,
1965-09-06,6335730,7.02,,1965,9,,,
1965-09-07,6335730,8.9,,1965,9,,,
1965-09-08,6335730,7.78,,1965,9,,,
1965-09-09,6335730,14.25,,1965,9,,,
1965-09-10,6335730,27.5,,1965,9,,,
1965-09-11,6335730,20.3,,1965,9,,,
1965-09-12,6335730,17.1,,1965,9,,,
1965-09-13,6335730,16.0,,1965,9,,,
1965-09-14,6335730,22.05,,1965,9,,,
1965-09-15,6335730,17.45,,1965,9,,,
1965-09-16,6335730,17.85,,1965,9,,,
1965-09-17,6335730,11.35,,1965,9,,,
1965-09-18,6335730,10.4,,1965,9,,,
1965-09-19,6335730,9.5,,1965,9,,,
1965-09-20,6335730,7.52,,1965,9,,,
1965-09-21,6335730,6.79,,1965,9,,,
1965-09-22,6335730,6.12,,1965,9,,,
1965-09-23,6335730,5.69,,1965,9,,,
1965-09-24,6335730,5.07,,1965,9,,,
1965-09-25,6335730,4.67,,1965,9,,,
1965-09-26,6335730,4.67,,1965,9,,,
1965-09-27,6335730,4.67,,1965,9,,,
1965-09-28,6335730,4.07,,1965,9,,,
1965-09-29,6335730,3.88,,1965,9,,,
1965-09-30,6335730,5.07,,1965,9,,,
1965-10-01,6335730,4.07,,1965,10,,,
1965-10-02,6335730,3.5,,1965,10,,,
1965-10-03,6335730,3.32,,1965,10,,,
1965-10-04,6335730,3.14,,1965,10,,,
1965-10-05,6335730,2.82,,1965,10,,,
1965-10-06,6335730,2.82,,1965,10,,,
1965-10-07,6335730,2.66,,1965,10,,,
1965-10-08,6335730,2.5,,1965,10,,,
1965-10-09,6335730,2.35,,1965,10,,,
1965-10-10,6335730,2.35,,1965,10,,,
1965-10-11,6335730,2.2,,1965,10,,,
1965-10-12,6335730,2.2,,1965,10,,,
1965-10-13,6335730,1.93,,1965,10,,,
1965-10-14,6335730,1.93,,1965,10,,,
1965-10-15,6335730,1.93,,1965,10,,,
1965-10-16,6335730,2.06,,1965,10,,,
1965-10-17,6335730,2.06,,1965,10,,,
1965-10-18,6335730,1.93,,1965,10,,,
1965-10-19,6335730,1.8,,1965,10,,,
1965-10-20,6335730,1.69,,1965,10,,,
1965-10-21,6335730,1.8,,1965,10,,,
1965-10-22,6335730,1.8,,1965,10,,,
1965-10-23,6335730,1.8,,1965,10,,,
1965-10-24,6335730,1.69,,1965,10,,,
1965-10-25,6335730,1.69,,1965,10,,,
1965-10-26,6335730,1.58,,1965,10,,,
1965-10-27,6335730,1.48,,1965,10,,,
1965-10-28,6335730,1.48,,1965,10,,,
1965-10-29,6335730,2.06,,1965,10,,,
1965-10-30,6335730,2.06,,1965,10,,,
1965-10-31,6335730,1.58,,1965,10,,,
1965-11-01,6335730,1.58,,1965,11,,,
1965-11-02,6335730,2.06,,1965,11,,,
1965-11-03,6335730,2.2,,1965,11,,,
1965-11-04,6335730,2.82,,1965,11,,,
1965-11-05,6335730,2.66,,1965,11,,,
1965-11-06,6335730,1.93,,1965,11,,,
1965-11-07,6335730,1.8,,1965,11,,,
1965-11-08,6335730,5.28,,1965,11,,,
1965-11-09,6335730,3.32,,1965,11,,,
1965-11-10,6335730,2.82,,1965,11,,,
1965-11-11,6335730,4.07,,1965,11,,,
1965-11-12,6335730,3.88,,1965,11,,,
1965-11-13,6335730,3.68,,1965,11,,,
1965-11-14,6335730,3.32,,1965,11,,,
1965-12-01,6335730,16.35,,1965,12,,,
1965-12-02,6335730,13.6,,1965,12,,,
1965-12-03,6335730,33.5,,1965,12,,,
1965-12-04,6335730,26.25,,1965,12,,,
1965-12-05,6335730,33.5,,1965,12,,,
1965-12-06,6335730,67.25,,1965,12,,,
1965-12-07,6335730,38.35,,1965,12,,,
1965-12-08,6335730,26.25,,1965,12,,,
1965-12-09,6335730,18.95,,1965,12,,,
1965-12-10,6335730,32.1,,1965,12,,,
1965-12-11,6335730,27.5,,1965,12,,,
1965-12-12,6335730,22.5,,1965,12,,,
1965-12-13,6335730,52.5,,1965,12,,,
1965-12-14,6335730,33.0,,1965,12,,,
1965-12-15,6335730,27.5,,1965,12,,,
1965-12-16,6335730,23.75,,1965,12,,,
1965-12-17,6335730,27.1,,1965,12,,,
1965-12-18,6335730,47.95,,1965,12,,,
1965-12-19,6335730,38.85,,1965,12,,,
1965-12-20,6335730,29.35,,1965,12,,,
1965-12-21,6335730,26.25,,1965,12,,,
1965-12-22,6335730,21.2,,1965,12,,,
1965-12-23,6335730,18.2,,1965,12,,,
1965-12-24,6335730,17.45,,1965,12,,,
1965-12-25,6335730,24.6,,1965,12,,,
1965-12-26,6335730,26.65,,1965,12,,,
1965-12-27,6335730,22.9,,1965,12,,,
1965-12-28,6335730,22.05,,1965,12,,,
1965-12-29,6335730,17.85,,1965,12,,,
1965-12-30,6335730,15.3,,1965,12,,,
1965-12-31,6335730,15.65,,1965,12,,,
1966-01-01,6335730,34.45,,1966,1,,,
1966-01-02,6335730,42.45,,1966,1,,,
1966-01-03,6335730,36.85,,1966,1,,,
1966-01-04,6335730,27.5,,1966,1,,,
1966-01-05,6335730,20.3,,1966,1,,,
1966-01-06,6335730,16.0,,1966,1,,,
1966-01-07,6335730,13.25,,1966,1,,,
1966-01-08,6335730,11.35,,1966,1,,,
1966-01-09,6335730,10.1,,1966,1,,,
1966-01-10,6335730,8.62,,1966,1,,,
1966-01-11,6335730,7.78,,1966,1,,,
1966-01-12,6335730,7.26,,1966,1,,,
1966-01-13,6335730,7.02,,1966,1,,,
1966-01-14,6335730,6.56,,1966,1,,,
1966-01-15,6335730,7.02,,1966,1,,,
1966-01-16,6335730,6.34,,1966,1,,,
1966-01-17,6335730,5.28,,1966,1,,,
1966-01-18,6335730,5.07,,1966,1,,,
1966-01-19,6335730,4.27,,1966,1,,,
1966-01-20,6335730,4.87,,1966,1,,,
1966-01-21,6335730,5.07,,1966,1,,,
1966-01-22,6335730,10.1,,1966,1,,,
1966-01-23,6335730,25.85,,1966,1,,,
1966-01-24,6335730,16.75,,1966,1,,,
1966-01-25,6335730,11.95,,1966,1,,,
1966-01-26,6335730,10.4,,1966,1,,,
1966-01-27,6335730,11.0,,1966,1,,,
1966-01-28,6335730,11.35,,1966,1,,,
1966-01-29,6335730,10.4,,1966,1,,,
1966-01-30,6335730,11.0,,1966,1,,,
1966-01-31,6335730,12.3,,1966,1,,,
1966-02-01,6335730,14.6,,1966,2,,,
1966-02-02,6335730,14.95,,1966,2,,,
1966-02-03,6335730,18.6,,1966,2,,,
1966-02-04,6335730,21.2,,1966,2,,,
1966-02-05,6335730,20.3,,1966,2,,,
1966-02-06,6335730,18.6,,1966,2,,,
1966-02-07,6335730,28.4,,1966,2,,,
1966-02-08,6335730,31.6,,1966,2,,,
1966-02-09,6335730,61.55,,1966,2,,,
1966-02-10,6335730,45.7,,1966,2,,,
1966-02-11,6335730,31.6,,1966,2,,,
1966-02-12,6335730,25.0,,1966,2,,,
1966-02-13,6335730,18.95,,1966,2,,,
1966-02-14,6335730,16.0,,1966,2,,,
1966-02-15,6335730,13.6,,1966,2,,,
1966-02-16,6335730,11.95,,1966,2,,,
1966-02-17,6335730,10.7,,1966,2,,,
1966-02-18,6335730,10.1,,1966,2,,,
1966-02-19,6335730,9.2,,1966,2,,,
1966-02-20,6335730,8.9,,1966,2,,,
1966-02-21,6335730,8.33,,1966,2,,,
1966-02-22,6335730,8.9,,1966,2,,,
1966-02-23,6335730,8.62,,1966,2,,,
1966-02-24,6335730,8.33,,1966,2,,,
1966-02-25,6335730,7.78,,1966,2,,,
1966-02-26,6335730,7.52,,1966,2,,,
1966-02-27,6335730,7.52,,1966,2,,,
1966-02-28,6335730,8.05,,1966,2,,,
1966-03-17,6335730,6.79,,1966,3,,,
1966-03-18,6335730,7.52,,1966,3,,,
1966-03-19,6335730,7.26,,1966,3,,,
1966-03-20,6335730,7.52,,1966,3,,,
1966-03-21,6335730,7.52,,1966,3,,,
1966-03-22,6335730,8.05,,1966,3,,,
1966-03-23,6335730,8.05,,1966,3,,,
1966-03-24,6335730,8.62,,1966,3,,,
1966-03-25,6335730,8.33,,1966,3,,,
1966-03-26,6335730,7.26,,1966,3,,,
1966-03-27,6335730,11.0,,1966,3,,,
1966-03-28,6335730,27.1,,1966,3,,,
1966-03-29,6335730,19.85,,1966,3,,,
1966-03-30,6335730,15.3,,1966,3,,,
1966-03-31,6335730,12.95,,1966,3,,,
1966-04-01,6335730,11.95,,1966,4,,,
1966-04-02,6335730,11.65,,1966,4,,,
1966-04-03,6335730,11.95,,1966,4,,,
1966-04-04,6335730,14.6,,1966,4,,,
1966-04-05,6335730,14.25,,1966,4,,,
1966-04-06,6335730,14.25,,1966,4,,,
1966-04-07,6335730,14.95,,1966,4,,,
1966-04-08,6335730,18.6,,1966,4,,,
1966-04-09,6335730,18.6,,1966,4,,,
1966-04-10,6335730,19.4,,1966,4,,,
1966-04-11,6335730,17.45,,1966,4,,,
1966-04-12,6335730,15.65,,1966,4,,,
1966-04-13,6335730,13.6,,1966,4,,,
1966-04-14,6335730,12.95,,1966,4,,,
1966-04-15,6335730,15.65,,1966,4,,,
1966-04-16,6335730,16.0,,1966,4,,,
1966-04-17,6335730,15.3,,1966,4,,,
1966-04-18,6335730,14.6,,1966,4,,,
1966-04-19,6335730,25.4,,1966,4,,,
1966-04-20,6335730,26.65,,1966,4,,,
1966-04-21,6335730,31.15,,1966,4,,,
1966-04-22,6335730,26.65,,1966,4,,,
1966-04-23,6335730,21.6,,1966,4,,,
1966-04-24,6335730,17.85,,1966,4,,,
1966-04-25,6335730,19.4,,1966,4,,,
1966-04-26,6335730,16.35,,1966,4,,,
1966-04-27,6335730,14.95,,1966,4,,,
1966-04-28,6335730,13.6,,1966,4,,,
1966-04-29,6335730,12.95,,1966,4,,,
1966-04-30,6335730,11.95,,1966,4,,,
1966-05-01,6335730,11.65,,1966,5,,,
1966-05-02,6335730,10.1,,1966,5,,,
1966-05-03,6335730,8.9,,1966,5,,,
1966-05-04,6335730,8.9,,1966,5,,,
1966-05-05,6335730,11.0,,1966,5,,,
1966-05-06,6335730,20.75,,1966,5,,,
1966-05-07,6335730,16.75,,1966,5,,,
1966-05-08,6335730,14.95,,1966,5,,,
1966-05-09,6335730,12.95,,1966,5,,,
1966-05-10,6335730,11.95,,1966,5,,,
1966-05-11,6335730,11.35,,1966,5,,,
1966-05-12,6335730,9.2,,1966,5,,,
1966-05-13,6335730,8.33,,1966,5,,,
1966-05-14,6335730,7.26,,1966,5,,,
1966-05-15,6335730,6.79,,1966,5,,,
1966-05-16,6335730,6.34,,1966,5,,,
1966-05-17,6335730,7.26,,1966,5,,,
1966-05-18,6335730,7.26,,1966,5,,,
1966-05-19,6335730,7.52,,1966,5,,,
1966-05-20,6335730,6.56,,1966,5,,,
1966-05-21,6335730,9.8,,1966,5,,,
1966-05-22,6335730,7.78,,1966,5,,,
1966-05-23,6335730,10.1,,1966,5,,,
1966-05-24,6335730,7.78,,1966,5,,,
1966-05-25,6335730,7.02,,1966,5,,,
1966-05-26,6335730,6.56,,1966,5,,,
1966-05-27,6335730,6.79,,1966,5,,,
1966-05-28,6335730,5.9,,1966,5,,,
1966-05-29,6335730,5.48,,1966,5,,,
1966-05-30,6335730,5.07,,1966,5,,,
1966-05-31,6335730,4.67,,1966,5,,,
1966-06-01,6335730,4.27,,1966,6,,,
1966-06-02,6335730,4.07,,1966,6,,,
1966-06-03,6335730,3.88,,1966,6,,,
1966-06-04,6335730,3.5,,1966,6,,,
1966-06-05,6335730,3.14,,1966,6,,,
1966-06-06,6335730,3.5,,1966,6,,,
1966-06-07,6335730,3.14,,1966,6,,,
1966-06-08,6335730,2.98,,1966,6,,,
1966-06-09,6335730,2.82,,1966,6,,,
1966-06-10,6335730,2.66,,1966,6,,,
1966-06-11,6335730,2.35,,1966,6,,,
1966-06-12,6335730,4.27,,1966,6,,,
1966-06-13,6335730,2.82,,1966,6,,,
1966-06-14,6335730,2.98,,1966,6,,,
1966-07-01,6335730,5.69,,1966,7,,,
1966-07-02,6335730,4.87,,1966,7,,,
1966-07-03,6335730,4.27,,1966,7,,,
1966-07-04,6335730,4.67,,1966,7,,,
1966-07-05,6335730,4.07,,1966,7,,,
1966-07-06,6335730,11.35,,1966,7,,,
1966-07-07,6335730,16.75,,1966,7,,,
1966-07-08,6335730,20.3,,1966,7,,,
1966-07-09,6335730,15.65,,1966,7,,,
1966-07-10,6335730,11.95,,1966,7,,,
1966-07-11,6335730,11.0,,1966,7,,,
1966-07-12,6335730,8.9,,1966,7,,,
1966-07-13,6335730,7.02,,1966,7,,,
1966-07-14,6335730,6.12,,1966,7,,,
1966-07-15,6335730,5.48,,1966,7,,,
1966-07-16,6335730,4.87,,1966,7,,,
1966-07-17,6335730,8.05,,1966,7,,,
1966-07-18,6335730,9.2,,1966,7,,,
1966-07-19,6335730,7.78,,1966,7,,,
1966-07-20,6335730,6.79,,1966,7,,,
1966-07-21,6335730,6.79,,1966,7,,,
1966-07-22,6335730,6.34,,1966,7,,,
1966-07-23,6335730,5.9,,1966,7,,,
1966-07-24,6335730,5.28,,1966,7,,,
1966-07-25,6335730,5.28,,1966,7,,,
1966-07-26,6335730,4.87,,1966,7,,,
1966-07-27,6335730,4.27,,1966,7,,,
1966-07-28,6335730,4.07,,1966,7,,,
1966-07-29,6335730,3.68,,1966,7,,,
1966-07-30,6335730,3.14,,1966,7,,,
1966-07-31,6335730,2.98,,1966,7,,,
1966-08-01,6335730,2.82,,1966,8,,,
1966-08-02,6335730,6.34,,1966,8,,,
1966-08-03,6335730,11.95,,1966,8,,,
1966-08-04,6335730,28.85,,1966,8,,,
1966-08-05,6335730,23.35,,1966,8,,,
1966-08-06,6335730,16.0,,1966,8,,,
1966-08-07,6335730,11.95,,1966,8,,,
1966-08-08,6335730,12.3,,1966,8,,,
1966-08-09,6335730,10.1,,1966,8,,,
1966-08-10,6335730,8.33,,1966,8,,,
1966-08-11,6335730,7.02,,1966,8,,,
1966-08-12,6335730,6.12,,1966,8,,,
1966-08-13,6335730,5.48,,1966,8,,,
1966-08-14,6335730,5.07,,1966,8,,,
1966-08-15,6335730,4.87,,1966,8,,,
1966-08-16,6335730,4.87,,1966,8,,,
1966-08-17,6335730,4.07,,1966,8,,,
1966-08-18,6335730,4.47,,1966,8,,,
1966-08-19,6335730,4.87,,1966,8,,,
1966-08-20,6335730,5.9,,1966,8,,,
1966-08-21,6335730,7.78,,1966,8,,,
1966-08-22,6335730,8.05,,1966,8,,,
1966-08-23,6335730,6.56,,1966,8,,,
1966-08-24,6335730,5.69,,1966,8,,,
1966-08-25,6335730,5.48,,1966,8,,,
1966-08-26,6335730,5.28,,1966,8,,,
1966-08-27,6335730,4.67,,1966,8,,,
1966-08-28,6335730,4.27,,1966,8,,,
1966-08-29,6335730,4.27,,1966,8,,,
1966-08-30,6335730,4.47,,1966,8,,,
1966-08-31,6335730,4.27,,1966,8,,,
1966-09-01,6335730,3.68,,1966,9,,,
1966-09-02,6335730,3.32,,1966,9,,,
1966-09-03,6335730,3.32,,1966,9,,,
1966-09-04,6335730,4.27,,1966,9,,,
1966-09-05,6335730,3.88,,1966,9,,,
1966-09-06,6335730,3.32,,1966,9,,,
1966-09-07,6335730,2.98,,1966,9,,,
1966-09-08,6335730,2.82,,1966,9,,,
1966-09-09,6335730,2.66,,1966,9,,,
1966-09-10,6335730,2.35,,1966,9,,,
1966-09-11,6335730,2.35,,1966,9,,,
1966-09-12,6335730,2.2,,1966,9,,,
1966-09-13,6335730,3.68,,1966,9,,,
1966-09-14,6335730,2.82,,1966,9,,,
1966-09-15,6335730,2.5,,1966,9,,,
1966-09-16,6335730,5.28,,1966,9,,,
1966-09-17,6335730,3.14,,1966,9,,,
1966-09-18,6335730,2.82,,1966,9,,,
1966-09-19,6335730,2.66,,1966,9,,,
1966-09-20,6335730,2.5,,1966,9,,,
1966-09-21,6335730,2.2,,1966,9,,,
1966-09-22,6335730,2.35,,1966,9,,,
1966-09-23,6335730,2.2,,1966,9,,,
1966-09-24,6335730,2.06,,1966,9,,,
1966-09-25,6335730,2.06,,1966,9,,,
1966-09-26,6335730,1.93,,1966,9,,,
1966-09-27,6335730,1.93,,1966,9,,,
1966-09-28,6335730,1.8,,1966,9,,,
1966-10-15,6335730,1.2,,1966,10,,,
1966-10-16,6335730,1.2,,1966,10,,,
1966-10-17,6335730,1.2,,1966,10,,,
1966-10-18,6335730,1.12,,1966,10,,,
1966-10-19,6335730,1.04,,1966,10,,,
1966-10-20,6335730,1.12,,1966,10,,,
1966-10-21,6335730,2.2,,1966,10,,,
1966-10-22,6335730,1.48,,1966,10,,,
1966-10-23,6335730,1.29,,1966,10,,,
1966-10-24,6335730,1.8,,1966,10,,,
1966-10-25,6335730,3.14,,1966,10,,,
1966-10-26,6335730,2.35,,1966,10,,,
1966-10-27,6335730,4.07,,1966,10,,,
1966-10-28,6335730,3.14,,1966,10,,,
1966-10-29,6335730,2.5,,1966,10,,,
1966-10-30,6335730,2.35,,1966,10,,,
1966-10-31,6335730,2.2,,1966,10,,,
1966-11-01,6335730,1.8,,1966,11,,,
1966-11-02,6335730,1.93,,1966,11,,,
1966-11-03,6335730,1.93,,1966,11,,,
1966-11-04,6335730,2.06,,1966,11,,,
1966-11-05,6335730,2.06,,1966,11,,,
1966-11-06,6335730,2.82,,1966,11,,,
1966-11-07,6335730,2.82,,1966,11,,,
