date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-01-01,6935145,39.3,,1965,1,,,
1965-01-02,6935145,40.3,,1965,1,,,
1965-01-03,6935145,33.4,,1965,1,,,
1965-01-04,6935145,62.8,,1965,1,,,
1965-01-05,6935145,67.8,,1965,1,,,
1965-01-06,6935145,58.9,,1965,1,,,
1965-01-07,6935145,73.0,,1965,1,,,
1965-01-08,6935145,69.6,,1965,1,,,
1965-01-09,6935145,52.3,,1965,1,,,
1965-01-10,6935145,33.0,,1965,1,,,
1965-01-11,6935145,60.8,,1965,1,,,
1965-01-12,6935145,67.9,,1965,1,,,
1965-01-13,6935145,66.2,,1965,1,,,
1965-01-14,6935145,60.3,,1965,1,,,
1965-01-15,6935145,59.7,,1965,1,,,
1965-01-16,6935145,46.9,,1965,1,,,
1965-01-17,6935145,33.4,,1965,1,,,
1965-01-18,6935145,59.3,,1965,1,,,
1965-01-19,6935145,64.5,,1965,1,,,
1965-01-20,6935145,64.0,,1965,1,,,
1965-01-21,6935145,63.7,,1965,1,,,
1965-01-22,6935145,68.5,,1965,1,,,
1965-01-23,6935145,52.7,,1965,1,,,
1965-01-24,6935145,30.9,,1965,1,,,
1965-01-25,6935145,63.2,,1965,1,,,
1965-01-26,6935145,61.9,,1965,1,,,
1965-01-27,6935145,63.9,,1965,1,,,
1965-01-28,6935145,64.1,,1965,1,,,
1965-01-29,6935145,64.8,,1965,1,,,
1965-01-30,6935145,55.1,,1965,1,,,
1965-01-31,6935145,32.1,,1965,1,,,
1965-02-01,6935145,64.2,,1965,2,,,
1965-02-02,6935145,62.3,,1965,2,,,
1965-02-03,6935145,63.5,,1965,2,,,
1965-02-04,6935145,65.5,,1965,2,,,
1965-02-05,6935145,65.7,,1965,2,,,
1965-02-06,6935145,56.5,,1965,2,,,
1965-02-07,6935145,41.8,,1965,2,,,
1965-02-08,6935145,64.2,,1965,2,,,
1965-02-09,6935145,66.3,,1965,2,,,
1965-02-10,6935145,67.0,,1965,2,,,
1965-02-11,6935145,68.0,,1965,2,,,
1965-02-12,6935145,65.7,,1965,2,,,
1965-02-13,6935145,61.3,,1965,2,,,
1965-02-14,6935145,34.8,,1965,2,,,
1965-02-15,6935145,61.4,,1965,2,,,
1965-02-16,6935145,68.4,,1965,2,,,
1965-02-17,6935145,67.9,,1965,2,,,
1965-02-18,6935145,63.7,,1965,2,,,
1965-02-19,6935145,69.0,,1965,2,,,
1965-02-20,6935145,65.4,,1965,2,,,
1965-02-21,6935145,37.0,,1965,2,,,
1965-02-22,6935145,81.0,,1965,2,,,
1965-02-23,6935145,67.8,,1965,2,,,
1965-02-24,6935145,68.1,,1965,2,,,
1965-02-25,6935145,62.3,,1965,2,,,
1965-02-26,6935145,62.1,,1965,2,,,
1965-02-27,6935145,45.0,,1965,2,,,
1965-02-28,6935145,33.0,,1965,2,,,
1965-03-01,6935145,58.1,,1965,3,,,
1965-03-02,6935145,64.5,,1965,3,,,
1965-03-03,6935145,66.2,,1965,3,,,
1965-03-04,6935145,67.6,,1965,3,,,
1965-03-05,6935145,67.9,,1965,3,,,
1965-03-06,6935145,38.2,,1965,3,,,
1965-03-07,6935145,36.1,,1965,3,,,
1965-03-08,6935145,59.2,,1965,3,,,
1965-03-09,6935145,69.5,,1965,3,,,
1965-03-10,6935145,68.3,,1965,3,,,
1965-03-11,6935145,62.9,,1965,3,,,
1965-03-12,6935145,54.3,,1965,3,,,
1965-03-13,6935145,38.8,,1965,3,,,
1965-03-14,6935145,30.9,,1965,3,,,
1965-03-15,6935145,49.2,,1965,3,,,
1965-03-16,6935145,48.2,,1965,3,,,
1965-03-17,6935145,48.2,,1965,3,,,
1965-03-18,6935145,69.3,,1965,3,,,
1965-03-19,6935145,62.8,,1965,3,,,
1965-03-20,6935145,48.2,,1965,3,,,
1965-03-21,6935145,31.7,,1965,3,,,
1965-03-22,6935145,65.0,,1965,3,,,
1965-03-23,6935145,66.8,,1965,3,,,
