date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-09-21,6335640,0.91,28.0,1965,9,-1.0,-1.0,-1.0
1965-09-22,6335640,0.91,28.0,1965,9,0.0,-1.0,-1.0
1965-09-23,6335640,0.91,28.0,1965,9,0.0,0.0,-1.0
1965-09-24,6335640,0.91,28.0,1965,9,0.0,0.0,0.0
1965-09-25,6335640,1.0,29.0,1965,9,-1.0,-1.0,-1.0
1965-09-26,6335640,1.0,29.0,1965,9,0.0,-1.0,-1.0
1965-09-27,6335640,1.0,29.0,1965,9,0.0,0.0,-1.0
1965-09-28,6335640,1.1,30.0,1965,9,-1.0,-1.0,-1.0
1965-09-29,6335640,1.1,30.0,1965,9,0.0,-1.0,-1.0
1965-09-30,6335640,1.42,33.0,1965,9,-3.0,-3.0,-4.0
1965-10-01,6335640,1.2,31.0,1965,10,2.0,-1.0,-1.0
1965-10-02,6335640,1.31,32.0,1965,10,-1.0,1.0,-2.0
1965-10-03,6335640,1.31,32.0,1965,10,0.0,-1.0,1.0
1965-10-04,6335640,1.1,30.0,1965,10,2.0,2.0,1.0
1965-10-05,6335640,1.1,30.0,1965,10,0.0,2.0,2.0
1965-10-06,6335640,1.1,30.0,1965,10,0.0,0.0,2.0
1965-10-07,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-08,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-09,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-10,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-11,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-12,6335640,1.1,30.0,1965,10,0.0,0.0,0.0
1965-10-13,6335640,1.0,29.0,1965,10,1.0,1.0,1.0
1965-10-14,6335640,0.91,28.0,1965,10,1.0,2.0,2.0
1965-10-15,6335640,1.0,29.0,1965,10,-1.0,0.0,1.0
1965-10-16,6335640,1.2,31.0,1965,10,-2.0,-3.0,-2.0
1965-10-17,6335640,1.0,29.0,1965,10,2.0,0.0,-1.0
1965-10-18,6335640,1.0,29.0,1965,10,0.0,2.0,0.0
1965-10-19,6335640,1.0,29.0,1965,10,0.0,0.0,2.0
1965-10-20,6335640,1.0,29.0,1965,10,0.0,0.0,0.0
1965-10-21,6335640,0.91,28.0,1965,10,1.0,1.0,1.0
1965-10-22,6335640,0.91,28.0,1965,10,0.0,1.0,1.0
1965-10-23,6335640,0.91,28.0,1965,10,0.0,0.0,1.0
1965-10-24,6335640,0.91,28.0,1965,10,0.0,0.0,0.0
1965-10-25,6335640,1.0,29.0,1965,10,-1.0,-1.0,-1.0
1965-10-26,6335640,0.91,28.0,1965,10,1.0,0.0,0.0
1965-10-27,6335640,1.0,29.0,1965,10,-1.0,0.0,-1.0
1965-10-28,6335640,0.91,28.0,1965,10,1.0,0.0,1.0
1965-10-29,6335640,0.82,27.0,1965,10,1.0,2.0,1.0
1965-10-30,6335640,0.91,28.0,1965,10,-1.0,0.0,1.0
1965-10-31,6335640,0.74,26.0,1965,10,2.0,1.0,2.0
1965-11-01,6335640,0.82,27.0,1965,11,-1.0,1.0,0.0
1965-11-02,6335640,0.91,28.0,1965,11,-1.0,-2.0,0.0
1965-11-03,6335640,1.42,33.0,1965,11,-5.0,-6.0,-7.0
1965-11-04,6335640,0.82,27.0,1965,11,6.0,1.0,0.0
1965-11-05,6335640,0.82,27.0,1965,11,0.0,6.0,1.0
1965-11-06,6335640,0.74,26.0,1965,11,1.0,1.0,7.0
1965-11-07,6335640,1.0,29.0,1965,11,-3.0,-2.0,-2.0
1965-11-08,6335640,2.03,38.0,1965,11,-9.0,-12.0,-11.0
1965-11-09,6335640,1.1,30.0,1965,11,8.0,-1.0,-4.0
1965-11-10,6335640,1.0,29.0,1965,11,1.0,9.0,0.0
1965-11-11,6335640,2.18,39.0,1965,11,-10.0,-9.0,-1.0
1965-11-12,6335640,1.65,35.0,1965,11,4.0,-6.0,-5.0
1965-11-13,6335640,1.42,33.0,1965,11,2.0,6.0,-4.0
1965-11-14,6335640,1.2,31.0,1965,11,2.0,4.0,8.0
1965-12-01,6335640,2.9,41.0,1965,12,-10.0,-8.0,-6.0
1965-12-02,6335640,3.05,42.0,1965,12,-1.0,-11.0,-9.0
1965-12-03,6335640,3.05,42.0,1965,12,0.0,-1.0,-11.0
1965-12-04,6335640,3.05,42.0,1965,12,0.0,0.0,-1.0
1965-12-05,6335640,4.17,49.0,1965,12,-7.0,-7.0,-7.0
1965-12-06,6335640,8.35,70.0,1965,12,-21.0,-28.0,-28.0
1965-12-07,6335640,5.39,56.0,1965,12,14.0,-7.0,-14.0
1965-12-08,6335640,3.68,46.0,1965,12,10.0,24.0,3.0
1965-12-09,6335640,3.05,42.0,1965,12,4.0,14.0,28.0
1965-12-10,6335640,7.89,68.0,1965,12,-26.0,-22.0,-12.0
1965-12-11,6335640,4.84,53.0,1965,12,15.0,-11.0,-7.0
1965-12-12,6335640,3.68,46.0,1965,12,7.0,22.0,-4.0
1965-12-13,6335640,6.18,60.0,1965,12,-14.0,-7.0,8.0
1965-12-14,6335640,5.39,56.0,1965,12,4.0,-10.0,-3.0
1965-12-15,6335640,4.0,48.0,1965,12,8.0,12.0,-2.0
1965-12-16,6335640,3.53,45.0,1965,12,3.0,11.0,15.0
1965-12-17,6335640,3.85,47.0,1965,12,-2.0,1.0,9.0
1965-12-18,6335640,4.5,51.0,1965,12,-4.0,-6.0,-3.0
1965-12-19,6335640,3.53,45.0,1965,12,6.0,2.0,0.0
1965-12-20,6335640,3.21,43.0,1965,12,2.0,8.0,4.0
1965-12-21,6335640,4.0,48.0,1965,12,-5.0,-3.0,3.0
1965-12-22,6335640,3.68,46.0,1965,12,2.0,-3.0,-1.0
1965-12-23,6335640,3.85,47.0,1965,12,-1.0,1.0,-4.0
1965-12-24,6335640,4.17,49.0,1965,12,-2.0,-3.0,-1.0
1965-12-25,6335640,5.2,55.0,1965,12,-6.0,-8.0,-9.0
1965-12-26,6335640,5.02,54.0,1965,12,1.0,-5.0,-7.0
1965-12-27,6335640,4.17,49.0,1965,12,5.0,6.0,0.0
1965-12-28,6335640,4.33,50.0,1965,12,-1.0,4.0,5.0
1965-12-29,6335640,3.53,45.0,1965,12,5.0,4.0,9.0
1965-12-30,6335640,3.68,46.0,1965,12,-1.0,4.0,3.0
1965-12-31,6335640,4.33,50.0,1965,12,-4.0,-5.0,0.0
1966-01-01,6335640,6.6,62.0,1966,1,-12.0,-16.0,-17.0
1966-01-02,6335640,10.6,79.0,1966,1,-17.0,-29.0,-33.0
1966-01-03,6335640,8.35,70.0,1966,1,9.0,-8.0,-20.0
1966-01-04,6335640,6.38,61.0,1966,1,9.0,18.0,1.0
1966-01-05,6335640,4.84,53.0,1966,1,8.0,17.0,26.0
1966-01-06,6335640,4.17,49.0,1966,1,4.0,12.0,21.0
1966-01-07,6335640,3.85,47.0,1966,1,2.0,6.0,14.0
1966-01-08,6335640,3.53,45.0,1966,1,2.0,4.0,8.0
1966-01-09,6335640,3.37,44.0,1966,1,1.0,3.0,5.0
1966-01-10,6335640,2.9,41.0,1966,1,3.0,4.0,6.0
1966-01-11,6335640,3.05,42.0,1966,1,-1.0,2.0,3.0
1966-01-12,6335640,2.74,40.0,1966,1,2.0,1.0,4.0
1966-01-13,6335640,2.58,39.0,1966,1,1.0,3.0,2.0
1966-01-14,6335640,2.74,40.0,1966,1,-1.0,0.0,2.0
1966-01-15,6335640,2.58,39.0,1966,1,1.0,0.0,1.0
1966-01-16,6335640,2.58,39.0,1966,1,0.0,1.0,0.0
1966-01-17,6335640,2.42,38.0,1966,1,1.0,1.0,2.0
1966-01-18,6335640,2.28,37.0,1966,1,1.0,2.0,2.0
1966-01-19,6335640,2.28,37.0,1966,1,0.0,1.0,2.0
1966-01-20,6335640,2.28,37.0,1966,1,0.0,0.0,1.0
1966-01-21,6335640,2.28,37.0,1966,1,0.0,0.0,0.0
1966-01-22,6335640,2.9,41.0,1966,1,-4.0,-4.0,-4.0
1966-01-23,6335640,5.02,54.0,1966,1,-13.0,-17.0,-17.0
1966-01-24,6335640,4.0,48.0,1966,1,6.0,-7.0,-11.0
1966-01-25,6335640,3.05,42.0,1966,1,6.0,12.0,-1.0
1966-01-26,6335640,2.9,41.0,1966,1,1.0,7.0,13.0
1966-01-27,6335640,2.9,41.0,1966,1,0.0,1.0,7.0
1966-01-28,6335640,2.9,41.0,1966,1,0.0,0.0,1.0
1966-01-29,6335640,2.74,40.0,1966,1,1.0,1.0,1.0
1966-01-30,6335640,2.74,40.0,1966,1,0.0,1.0,1.0
1966-01-31,6335640,2.58,39.0,1966,1,1.0,1.0,2.0
1966-02-01,6335640,2.58,39.0,1966,2,0.0,1.0,1.0
1966-02-02,6335640,2.58,39.0,1966,2,0.0,0.0,1.0
1966-02-03,6335640,2.58,39.0,1966,2,0.0,0.0,0.0
1966-02-04,6335640,2.58,39.0,1966,2,0.0,0.0,0.0
1966-02-05,6335640,2.58,39.0,1966,2,0.0,0.0,0.0
1966-02-06,6335640,2.58,39.0,1966,2,0.0,0.0,0.0
1966-02-07,6335640,4.67,52.0,1966,2,-13.0,-13.0,-13.0
1966-02-08,6335640,4.33,50.0,1966,2,2.0,-11.0,-11.0
1966-02-09,6335640,7.23,65.0,1966,2,-15.0,-13.0,-26.0
1966-02-10,6335640,10.35,78.0,1966,2,-13.0,-28.0,-26.0
1966-02-11,6335640,5.97,59.0,1966,2,19.0,6.0,-9.0
1966-02-12,6335640,5.02,54.0,1966,2,5.0,24.0,11.0
1966-02-13,6335640,4.33,50.0,1966,2,4.0,9.0,28.0
1966-02-14,6335640,3.85,47.0,1966,2,3.0,7.0,12.0
1966-02-15,6335640,3.37,44.0,1966,2,3.0,6.0,10.0
1966-02-16,6335640,3.21,43.0,1966,2,1.0,4.0,7.0
1966-02-17,6335640,3.21,43.0,1966,2,0.0,1.0,4.0
1966-02-18,6335640,3.05,42.0,1966,2,1.0,1.0,2.0
1966-02-19,6335640,2.74,40.0,1966,2,2.0,3.0,3.0
1966-02-20,6335640,2.74,40.0,1966,2,0.0,2.0,3.0
1966-02-21,6335640,2.74,40.0,1966,2,0.0,0.0,2.0
1966-02-22,6335640,2.74,40.0,1966,2,0.0,0.0,0.0
1966-02-23,6335640,2.58,39.0,1966,2,1.0,1.0,1.0
1966-02-24,6335640,2.42,38.0,1966,2,1.0,2.0,2.0
1966-02-25,6335640,2.28,37.0,1966,2,1.0,2.0,3.0
1966-02-26,6335640,2.42,38.0,1966,2,-1.0,0.0,1.0
1966-02-27,6335640,2.28,37.0,1966,2,1.0,0.0,1.0
1966-02-28,6335640,2.42,38.0,1966,2,-1.0,0.0,-1.0
1966-03-17,6335640,2.9,41.0,1966,3,-3.0,-4.0,-3.0
