date,station_no,discharge,water_level,year,month,delta1,delta2,delta3
1965-01-01,6935053,518.0,,1965,1,,,
1965-01-02,6935053,589.0,,1965,1,,,
1965-01-03,6935053,621.0,,1965,1,,,
1965-01-04,6935053,577.0,,1965,1,,,
1965-01-05,6935053,549.0,,1965,1,,,
1965-01-06,6935053,533.0,,1965,1,,,
1965-01-07,6935053,530.0,,1965,1,,,
1965-01-08,6935053,549.0,,1965,1,,,
1965-01-09,6935053,564.0,,1965,1,,,
1965-01-10,6935053,627.0,,1965,1,,,
1965-01-11,6935053,634.0,,1965,1,,,
1965-01-12,6935053,595.0,,1965,1,,,
1965-01-13,6935053,568.0,,1965,1,,,
1965-01-14,6935053,580.0,,1965,1,,,
1965-01-15,6935053,574.0,,1965,1,,,
1965-01-16,6935053,543.0,,1965,1,,,
1965-01-17,6935053,637.0,,1965,1,,,
1965-01-18,6935053,963.0,,1965,1,,,
1965-01-19,6935053,816.0,,1965,1,,,
1965-01-20,6935053,725.0,,1965,1,,,
1965-01-21,6935053,680.0,,1965,1,,,
1965-01-22,6935053,673.0,,1965,1,,,
1965-01-23,6935053,656.0,,1965,1,,,
1965-01-24,6935053,634.0,,1965,1,,,
1965-01-25,6935053,631.0,,1965,1,,,
1965-01-26,6935053,619.0,,1965,1,,,
1965-01-27,6935053,616.0,,1965,1,,,
1965-01-28,6935053,613.0,,1965,1,,,
1965-01-29,6935053,606.0,,1965,1,,,
1965-01-30,6935053,610.0,,1965,1,,,
1965-01-31,6935053,616.0,,1965,1,,,
1965-02-01,6935053,764.0,,1965,2,,,
1965-02-02,6935053,837.0,,1965,2,,,
1965-02-03,6935053,732.0,,1965,2,,,
1965-02-04,6935053,690.0,,1965,2,,,
1965-02-05,6935053,683.0,,1965,2,,,
1965-02-06,6935053,659.0,,1965,2,,,
1965-02-07,6935053,644.0,,1965,2,,,
1965-02-08,6935053,641.0,,1965,2,,,
1965-02-09,6935053,619.0,,1965,2,,,
1965-02-10,6935053,610.0,,1965,2,,,
1965-02-11,6935053,600.0,,1965,2,,,
1965-02-12,6935053,597.0,,1965,2,,,
1965-02-13,6935053,582.0,,1965,2,,,
1965-02-14,6935053,579.0,,1965,2,,,
1965-02-15,6935053,582.0,,1965,2,,,
1965-02-16,6935053,569.0,,1965,2,,,
1965-02-17,6935053,566.0,,1965,2,,,
1965-02-18,6935053,579.0,,1965,2,,,
1965-02-19,6935053,575.0,,1965,2,,,
1965-02-20,6935053,549.0,,1965,2,,,
1965-02-21,6935053,537.0,,1965,2,,,
1965-02-22,6935053,549.0,,1965,2,,,
1965-02-23,6935053,528.0,,1965,2,,,
1965-02-24,6935053,520.0,,1965,2,,,
1965-02-25,6935053,520.0,,1965,2,,,
1965-02-26,6935053,505.0,,1965,2,,,
1965-02-27,6935053,491.0,,1965,2,,,
1965-02-28,6935053,485.0,,1965,2,,,
1965-03-01,6935053,491.0,,1965,3,,,
1965-03-02,6935053,499.0,,1965,3,,,
1965-03-03,6935053,502.0,,1965,3,,,
1965-03-04,6935053,499.0,,1965,3,,,
1965-03-05,6935053,499.0,,1965,3,,,
1965-03-06,6935053,496.0,,1965,3,,,
1965-03-07,6935053,488.0,,1965,3,,,
1965-03-08,6935053,496.0,,1965,3,,,
1965-03-09,6935053,482.0,,1965,3,,,
1965-03-10,6935053,471.0,,1965,3,,,
1965-03-11,6935053,468.0,,1965,3,,,
1965-03-12,6935053,488.0,,1965,3,,,
1965-03-13,6935053,493.0,,1965,3,,,
1965-03-14,6935053,499.0,,1965,3,,,
1965-03-15,6935053,563.0,,1965,3,,,
1965-03-16,6935053,809.0,,1965,3,,,
1965-03-17,6935053,910.0,,1965,3,,,
1965-03-18,6935053,852.0,,1965,3,,,
1965-03-19,6935053,866.0,,1965,3,,,
1965-03-20,6935053,830.0,,1965,3,,,
1965-03-21,6935053,1001.0,,1965,3,,,
1965-03-22,6935053,1555.0,,1965,3,,,
1965-03-23,6935053,1514.0,,1965,3,,,
1965-03-24,6935053,1547.0,,1965,3,,,
1965-03-25,6935053,1759.0,,1965,3,,,
1965-03-26,6935053,1620.0,,1965,3,,,
1965-03-27,6935053,1628.0,,1965,3,,,
1965-03-28,6935053,1474.0,,1965,3,,,
1965-03-29,6935053,1421.0,,1965,3,,,
1965-03-30,6935053,1305.0,,1965,3,,,
1965-03-31,6935053,1250.0,,1965,3,,,
1965-04-01,6935053,1222.0,,1965,4,,,
1965-04-02,6935053,1183.0,,1965,4,,,
1965-04-03,6935053,1136.0,,1965,4,,,
